aaaa 晶晶
aqv  時裝
aqvl 時斷
aqvn 時好
aqvo 時以
aqvy 時她
aqwh 時見
aqww 時國
aqwy 時點
aqxc 時續
aqxe 時緩
aqxi 時約
aqy  時刻
aqya 時也
aqyb 時論
aqyd 時新
aqyf 時就
aqyf 時談
aqyj 時計
aqyj 時許
aqyj 時評
aqyk 時效
aqyo 日據
aqys 時方
aqz  時速
aqzj 時運
aqzq 時過
aqzv 時還
aqzy 時這
ara  問題
arac 問題
arae 問暖
arar 問問
araz 問得
arbi 問多
arct 問錯
arcu 問說
ardl 問柳
ardt 問來
area 暇日
area 暇時
areg 問法
areq 問津
arex 暇給
arfa 照明
arfb 照多
arfb 照用
arfc 照分
arfc 照說
arfc 照錄
arfc 照錯
arfc 照鏡
arfd 照相
arfe 照對
arff 照常
arff 照料
arff 照耀
arfg 照到
arfg 照去
arfg 照賣
arfg 照起
arfg 照都
arfh 照射
arfh 照顧
arfi 照應
arfj 照實
arfk 照在
arfk 照有
arfl 照片
arfm 照理
arfm 照面
arfn 照登
arfn 照發
arfo 照例
arfq 照拂
arfr 照吃
arfr 照吧
arfr 照呢
arfr 照唱
arfr 照唸
arfr 照啊
arfr 照啦
arfr 照嗎
arfs 照壁
arfs 照於
arfs 照的
arfs 照聽
arfs 照臨
arfs 照那
arft 照樣
arft 照舊
arfu 問卷
arfv 照以
arfv 照好
arfv 照妳
arfv 照收
arfw 照了
arfw 照回
arfw 照國
arfw 照見
arfw 照買
arfw 照點
arfx 照給
arfx 照繳
arfy 照亮
arfz 照此
arfz 照步
arfz 照這
arfz 照進
arfz 照遍
arfz 照過
argl 問都
argn 問到
argu 問起
argy 問卦
arhl 問卿
arhr 問答
ari  問我
aris 問成
arja 闡明
arjd 問案
arjh 闡釋
arjl 問斬
arjn 闡發
arjq 闡揚
arju 問完
arjv 問安
arjz 闡述
arkb 問有
arkg 問在
arm  問一
armk 問政
army 問下
arne 問及
aro  問人
aroc 問他
aroc 問供
aroc 問價
arog 問住
arok 問候
aron 問倒
arop 問您
aror 問俗
arot 問短
arou 問仙
arow 問個
arp  問心
arpk 問快
arpr 問句
arpt 問世
arqc 問責
arra 問吧
arra 閭閻
arrb 問吊
arrf 問嗎
arrl 問哪
arrp 問呢
arrr 問啊
arrr 問路
arrt 問啦
arry 問號
ars  問的
arsl 問那
arsv 問長
arta 問著
artc 問其
artg 問難
artn 問荊
aruu 問出
arvc 問妳
arvn 問好
arvo 問以
arvy 問她
arw  問了
arwa 問話
arwl 問鼎
arwr 問回
arwy 問罪
arxr 問給
ary  問卜
ary  問是
aryg 問誰
aryh 問診
aryj 問訊
aryl 問市
arym 問上
aryo 問你
arzb 問遍
arzc 問遺
arzm 問些
arzq 問過
arzs 問邊
arzt 問道
arzy 問這
asar 聞問
asas 聞聞
asaz 聞得
ascu 聞說
asfa 闖關
asfd 闖來
asfi 闖禍
asfl 闖北
asfm 闖下
asfm 闖王
asfo 闖入
asft 闖蕩
asfu 闖出
asfv 闖將
asfy 闖上
asfz 闖進
asfz 闖過
asga 曜日
asge 聞報
asgi 日戳
asgj 聞聲
asgn 聞到
asgu 聞起
ashi 聞風
ashl 聞所
asja 聞者
asjg 闢地
asji 闢為
asjm 闢邪
asjo 闢作
asjy 闢謠
asjz 日耳
asjz 闢建
askz 聞知
asm  聞一
asnr 聞名
aso  聞人
asra 昭明
asra 昭昭
asra 昭顯
asrb 昭然
asrh 昭和
asrh 暱稱
asrm 昭示
asrm 昭雪
asro 昭信
asro 昭儀
asrt 昭著
asry 昭彰
assp 聞聽
asuu 聞出
asw  聞了
aswh 聞見
asyj 聞訊
asz  日的
aszq 聞過
aszq 聞達
aszt 聞道
ataa 日暮
ataa 開間
atab 開明
atac 開曠
atah 開閉
ataj 開闢
atak 開映
atan 開門
ataq 開時
atar 開闊
atat 開開
atat 開闔
atav 開關
ataz 開得
atb  日期
atbc 開具
atbd 開采
atbg 開墾
atbh 開彩
atbi 開多
atbk 開胸
atbm 開腔
atbo 開臉
atbu 開脫
atcb 開銷
atcc 開鎖
atcc 開鐮
atcd 開業
atcg 開鑼
atch 開鑽
atcs 開分
atct 日益
atct 開錯
atcu 開鏡
atcz 日共
atcz 開交
atcz 開金
atde 開枝
atdf 開標
atdh 開鬱
atdm 開本
atds 開槍
atdt 開來
atdw 開檔
atdz 開機
atea 暴晒
atea 暴曬
ateb 暴亂
atee 暴漲
atef 暴斃
ateg 暴增
ateh 暴利
ateh 暴動
ateh 暴行
atei 開叉
atej 暴富
atej 暴突
atek 暴力
atem 暴雨
atem 暴露
aten 暴發
ateo 暴食
ateo 暴飲
ateq 開對
ater 暴民
ater 暴躁
ates 暴君
atet 開洋
ateu 開港
atev 暴怒
atew 開溜
atew 開酒
atey 暴卒
atey 暴虐
atey 暴龍
atez 開水
atez 開演
atf  開火
atfg 開堂
atfh 開少
atfm 開光
atfp 開炮
atfq 開掌
atft 開燈
atft 開爐
atfu 開卷
atgh 開場
atgi 開去
atgj 開埠
atgj 開聲
atgl 開都
atgn 開到
atgo 開高
atgq 開封
atgs 開城
atgt 開喜
atgu 開起
atgv 開壞
atgw 開賣
atgy 開地
atgy 開赴
atgz 開走
athb 開向
athb 開篇
athd 開季
athd 開築
athe 開反
athe 開段
athg 開徵
athh 開身
athj 開釋
athk 開啟
athl 開印
athm 開行
athn 開航
athp 開籠
athq 開筆
athr 開船
aths 開戶
atht 開盤
athw 開箱
athz 開征
atib 開朗
atig 開庭
atik 開廠
atir 開店
atis 開成
atit 開戒
atiz 開我
atjb 開直
atjc 開穴
atjc 開賽
atje 開支
atjf 開宗
atji 開轉
atjj 開車
atjk 開竅
atjr 開豁
atju 開完
atjw 開審
atjw 開窗
atjz 日華
atk  日美
atk  開大
atkb 開有
atkd 開架
atkg 開在
atkm 開左
atkr 開右
atky 開頭
atlf 開襟
atlj 開牌
atlm 開畫
atls 開初
atlv 開帳
atm  開一
atmc 開頁
atme 開球
atmf 開示
atmf 開票
atmg 開班
atmh 開元
atml 開工
atmn 開列
atmv 開裂
atmy 開下
atn  日前
atn  開不
atn  開弓
atnc 開小
atnd 開除
atnh 開陽
atnm 開發
atnq 開解
atnu 開孔
atnv 開張
atny 開外
atoa 開會
atoc 開價
atoe 開飯
atoe 闕漏
atog 開罐
atoh 闕失
atok 開便
atol 開館
atom 開低
atom 闕下
aton 開創
atoo 開入
atop 開化
atop 闕疑
atoq 開年
atoq 開舞
ator 開倉
ator 開售
atos 開作
atov 闕如
atow 開個
atoy 闕文
atoy 闕詞
atp  開心
atpe 開慢
atpj 開平
atpk 開快
atpr 開悟
atpu 開包
atpv 開懷
atqa 開拍
atqa 開春
atqd 開採
atqe 開泰
atqj 開掉
atqk 開拔
atqm 日差
atqm 開抵
atqn 開打
atqn 開挖
atqr 開拓
atqu 開掘
atqw 開播
atqz 開提
atr  開口
atra 開吧
atra 開唱
atrb 開嘴
atrf 開嗎
atrh 開踢
atri 開戰
atrj 開單
atrl 開叫
atrl 開哪
atrp 開呢
atrr 開路
atrt 開啦
atru 開跑
atrz 開足
ats  開的
atsc 開礦
atsh 開刀
atsj 開辟
atsl 開那
atsr 開局
atst 開屏
atsu 開砲
atsv 開展
atsy 開於
atta 開著
attb 開幕
attc 開鑿
attd 開藥
atth 開首
attj 開革
attn 開前
attp 開花
attu 開瓶
attu 開苞
attu 開荒
atu  開山
atun 開學
atuu 開出
atvk 開狀
atvk 開獎
atvn 開好
atvo 開以
atvr 開始
atvz 開後
atw  開了
atwb 開胃
atwf 開罵
atwg 開羅
atwp 開恩
atwr 開回
atwv 開眼
atww 開國
atwy 開罪
atwy 開點
atxg 開結
atxh 開線
atxm 開紅
atxr 開給
atxt 開編
atyb 開端
atyc 開顏
atye 開設
atyf 開齋
atyg 開離
atyi 開戲
atyj 開辦
atyk 開放
atyl 開市
atym 開上
atyr 開站
atyr 開言
atys 開方
atys 開誠
atyt 開立
atyu 開記
atyw 開課
atyy 開卡
atzb 開遍
atzc 開選
atzg 開遠
atzh 開步
atzj 開運
atzl 開近
atzm 開些
atzn 開通
atzo 開進
atzq 開建
atzq 開過
atzq 開達
atzr 開造
atzs 開邊
atzt 開道
atzu 開導
atzy 開這
auah 巴閉
auau 巴巴
auc  巴金
audd 巴林
auer 巴洛
aufq 巴掌
augc 巴赫
auhf 巴烏
auhp 巴氏
auij 巴庫
aujg 巴塞
aujm 巴士
aul  巴中
aulg 巴裡
aumk 巴爾
aumt 巴豆
aune 巴陵
aunq 巴解
auo  巴人
auoi 巴伐
auou 巴仙
aupc 巴頓
aupp 巴比
aurm 巴喳
aurr 巴哈
aus  巴的
ausf 巴馬
ausp 巴尼
autg 巴基
auts 巴勒
auu  巴山
auu  日出
auvo 巴以
auwf 巴縣
auwg 巴里
auwi 巴蜀
auww 巴國
auxg 巴結
auy  既是
auyg 巴望
auyl 巴辣
auzw 巴迪
avaf 關照
avah 關閉
avan 關門
avav 關關
avaz 關得
avci 關公
avcq 關鍵
avcu 關說
avdv 關樓
avdw 關東
avdz 關機
aveb 關滿
avee 關渡
aveg 關注
avft 關燈
avgn 關到
avgu 關起
avhd 關乎
avhe 關反
avhf 關系
avhl 關節
avhu 關島
avhu 關稅
avi  關我
avib 關廟
avik 關廠
avjl 關事
avju 關七
avjw 關窗
avkb 關有
avkg 關在
avky 關頭
avla 昂昂
avla 關書
avlb 昂然
avlk 昂頭
avll 昂貴
avlp 昂平
avlq 昂揚
avls 昂的
avlt 昂首
avlz 關中
avm  關一
avmc 關西
avmk 關天
avmp 關死
avmy 關下
avnd 關子
avnr 關名
avns 關防
avnt 關隘
avny 關外
avoa 歇歇
avob 歇腳
avoc 歇業
avod 關條
avof 關係
avog 關住
avoh 歇息
avoi 關愛
avoj 歇宿
avom 歇下
avoo 關入
avoq 歇手
avot 歇斯
avot 歇著
avov 歇後
avow 歇了
avow 關個
avoz 日以
avoz 歇止
avoz 關人
avp  關心
avps 關切
avpv 關懷
avq  日將
avqj 關掉
avql 關押
avr  關口
avrb 關員
avs  關的
avsf 關緊
avsh 關刀
avsm 關羽
avst 關聯
avsu 關己
avsv 關長
avsy 關於
avta 關著
avu  關山
avuu 關出
avvn 關好
avvo 關以
avvy 關她
avw  關了
avwr 關回
avww 關國
avy  關是
avyg 關主
avym 關上
avyo 關你
avyr 關站
avyy 關卡
avzj 關連
avzo 關進
avzq 關過
avzy 關這
avzz 日後
awaa 曙曦
awad 冒昧
awaf 曙光
awan 曙色
awaw 冒冒
awbf 冒然
awbq 冒用
awec 曼谷
aweh 曼衍
awej 冒汗
awem 曼麗
aweo 曼人
aweu 冒泡
awev 曼妙
awf  冒火
awfg 冒煙
awfk 冒尖
awgu 冒起
awh  日見
awhb 冒稱
awho 冒失
awht 冒升
awht 冒血
awku 冒犯
awky 冒頭
awla 閘門
awld 閘板
awlj 冒牌
awll 閘北
awlr 閘口
awlz 閘道
awmc 冒頂
awme 冒雨
awmp 冒死
awno 冒險
awnr 冒名
awoc 冒領
awpc 冒頓
awrc 日圓
awrw 日圖
awry 冒號
awta 冒著
awuu 冒出
aww  冒了
aww  日國
awy  日點
awym 冒上
awyp 冒認
awyu 冒充
awzo 冒進
axbe Ａ股
axci Ａ錢
axh  日線
axhk 日繳
axju Ａ完
axme Ａ酸
axr  日給
axtd Ａ菜
axy  日終
axz  日經
ayaa 暗問
ayaa 暗得
ayaa 暗昧
ayaa 暗時
ayaa 暗暗
ayaa 暗門
ayab 暗然
ayac 暗說
ayad 暗想
ayae 暗淡
ayaf 影照
ayag 暗地
ayah 暗算
ayaj 暗室
ayak 暗殺
ayal 暗中
ayal 暗裡
ayal 暗褐
ayal 暗鬥
ayam 影星
ayam 暗示
ayan 暗色
ayao 暗傷
ayao 暗合
ayao 暗含
ayao 暗無
ayao 暗盒
ayap 暗忖
ayaq 暗批
ayaq 暗指
ayar 暗號
ayas 暗的
ayas 暗礁
ayat 暗巷
ayat 暗花
ayat 暗藏
ayau 暗出
ayav 暗戀
ayaw 暗盼
ayaw 暗罵
ayaw 暗黑
ayax 暗紅
ayay 影影
ayay 暗夜
ayay 暗施
ayay 暗處
ayay 暗記
ayay 暗訪
ayay 暗語
ayaz 暗送
ayaz 暗通
ayaz 暗道
aycd 影業
aycr 日商
ayd  日新
aydb 影相
aydm 影本
aye  日夜
ayfa 晾曬
ayfd 景東
ayfd 景頗
ayfe 景況
ayff 景輝
ayfg 晾起
ayfh 景物
ayfi 景康
ayfi 景祥
ayfi 景麟
ayfj 景教
ayfj 晾乾
ayfk 晾在
ayfm 景致
ayfn 景色
ayfn 景象
ayfo 景仰
ayfo 景氣
ayfq 景泰
ayfs 景的
ayft 景觀
ayfu 景山
ayfv 景狀
ayfw 景點
ayfx 景緻
ayfy 景是
ayfy 晾衣
aygm 影壇
aygp 日誌
aygs 影城
ayhc 影質
ayhl 影印
ayhm 日產
ayhq 影射
ayhr 影后
ayi  影我
ayiu 影視
aykg 影在
aykj 影帶
aykz 日文
ayl  影中
aylz 影片
aym  影一
aym  日上
aymr 日語
aynd 影子
ayno 影象
aynu 影院
ayod 影集
ayoe 影隻
ayoo 影像
ayoz 影人
aypn 日劇
ayrj 日計
ays  影的
ays  日方
aysd 影碟
aysg 影壁
aysu 日記
aysv 影展
ayth 昱泉
ayti 影藝
aytz 日立
ayuu 影出
ayva 影響
ayvb 日裔
ayw  日課
aywu 影圈
ayy  影是
ayya 影音
ayyb 影帝
ayyi 影戲
ayyj 影評
ayyn 影劇
ayyr 影調
ayz  日是
ayzf 影迷
azaa 得暗
azab 得明
azab 得閒
azad 得閑
azae 得暖
azaf 得照
azag 得旺
azag 得量
azah 得易
azao 得閃
azap 得悶
azaq 得時
azar 得問
azat 得開
azau 得晚
azav 得關
azaz 得得
azba 得把
azba 得賭
azbb 得購
azbb 得骨
azbc 得膩
azbc 得賺
azbg 得腫
azbi 得多
azbq 得用
azbq 得胖
azbr 得貼
azbr 得賠
azbs 得勝
azbt 得髒
azbu 得亂
azbu 得肥
azbu 得脫
azbv 得脹
azbz 得體
azc  日選
azcb 得銷
azcc 得鎖
azce 得錄
azci 得釣
azci 得錢
azcs 得分
azcu 得說
azcy 得哭
azcz 得交
azde 得皮
azdf 得標
azdi 得寸
azdm 得查
azdn 得刺
azdo 得檢
azdp 得想
azdq 得棒
azdr 得格
azdt 得來
azdz 得整
aze  得水
azeb 得消
azeb 得清
azeb 得滑
azeb 得滯
azeb 得滿
azed 得染
azed 得深
azed 得游
azee 得浸
azef 得涼
azef 得淡
azef 得漂
azef 得濕
azef 得燙
azeg 得法
azei 得淺
azej 得準
azek 得決
azel 得沖
azem 得減
azen 得測
azep 得混
azeq 得對
azer 得咎
azer 得活
azes 得匯
azeu 得沈
azeu 得洗
azeu 得流
azev 得派
azev 得浪
azev 得渴
azev 得滾
azew 得油
azew 得酒
azez 得演
azfc 得煩
azfd 得米
azff 得燃
azfh 得少
azfh 得炒
azfm 得粗
azfu 得燒
azfw 得當
azg  得土
azgb 得再
azgb 得幫
azgc 得填
azge 得報
azgf 得熱
azgg 得埋
azgh 得趁
azgi 得去
azgj 得聲
azgj 得趕
azgn 得到
azgo 得款
azgo 得高
azgp 得志
azgs 得勢
azgu 得起
azgv 得壞
azgw 得賣
azgz 得走
azha 得白
azha 得香
azhb 得向
azhb 得帥
azhb 得稀
azhc 得與
azhd 得待
azhe 得黎
azhg 得徵
azhg 得種
azhg 得重
azhi 得丟
azhk 得笑
azhl 得印
azhl 得管
azhm 得甜
azhm 得租
azhm 得笨
azhm 得翻
azhm 得行
azhn 得利
azhn 得移
azhn 得衝
azho 得失
azhp 得乖
azhp 得乘
azhp 得悉
azhp 得穩
azhq 得射
azhq 得等
azhq 得舉
azhr 得告
azhr 得答
azhr 得躺
azhs 得動
azhs 得秀
azht 得盤
azht 得算
azhu 得爬
azhu 得稅
azhv 得很
azhw 得留
azhw 得自
azhy 得靠
azhz 得從
azi  得我
azid 得麻
azie 得求
azif 得戚
azif 得為
azih 得參
azii 得冷
azik 得救
azil 得神
azim 得廢
azip 得憑
azip 得應
azis 得成
aziu 得視
aziw 得凍
aziw 得福
azjb 得直
azjc 得戴
azjc 得真
azjf 得寫
azjf 得煮
azjh 得穿
azji 得寬
azji 得轉
azjj 得車
azjj 得載
azjk 得教
azjm 得宜
azjn 得乾
azjn 得輸
azjo 得做
azjo 得軟
azjp 得它
azjp 得寵
azjq 得守
azjr 得寄
azjs 得窄
azjs 得考
azjv 得安
azjv 得裁
azjw 得審
azjy 得寒
azjy 得較
azk  得大
azkb 得有
azkb 得病
azkb 得痛
azkd 得存
azkd 得架
azkd 得殺
azke 得獲
azke 得瘦
azkg 得在
azkg 得狂
azki 得套
azki 得瘋
azkj 得帶
azkk 得爽
azkm 得左
azko 得夾
azkp 得老
azkr 得痴
azks 得力
azkt 得奇
azkt 得猛
azkv 得狠
azky 得疼
azky 得頭
azkz 得知
azlb 得背
azlb 得補
azlb 得鬧
azlc 得貴
azlc 得順
azlm 得畫
azlv 得數
azlw 得由
azlz 得片
azm  得一
azmb 得而
azmd 得厚
azme 得酸
azmf 得票
azmg 得壓
azmg 得理
azmi 得醜
azmi 得飄
azmj 得醉
azmk 得天
azmk 得更
azmp 得死
azmr 得否
azmr 得露
azmt 得弄
azmu 得玩
azmu 得配
azmv 得耍
azmv 得要
azmy 得下
azn  得不
aznb 得隨
aznc 得小
aznc 得負
aznd 得柔
aznd 得除
aznh 得免
azni 得強
azni 得陰
aznj 得彈
aznm 得弱
aznm 得發
azno 得險
aznq 得解
aznq 得鮮
aznr 得可
aznr 得名
azns 得防
aznt 得飛
aznu 得色
azo  得人
azo  日進
azoa 得借
azob 得偏
azoc 得他
azoc 得償
azoc 得貪
azoc 得貸
azoc 得領
azod 得保
azod 得氣
azoe 得假
azoe 得傻
azog 得住
azog 得坐
azog 得堡
azoh 得修
azoh 得傷
azoi 得付
azoi 得愛
azoi 得餓
azoj 得斜
azok 得便
azol 得仲
azom 得仁
azom 得低
azon 得倒
azon 得停
azon 得偷
azoo 得像
azoo 得入
azoo 得飲
azop 得念
azop 得您
azoq 得傳
azoq 得年
azoq 得拿
azor 得佔
azor 得含
azor 得售
azos 得作
azot 得無
azot 得短
azou 得飽
azou 得饒
azov 得依
azov 得矮
azov 得食
azow 得個
azpa 得怕
azpc 得懶
azpe 得慢
azpg 得怪
azpg 得懂
azph 得慘
azpj 得平
azpk 得快
azpp 得比
azpq 匙扣
azps 得切
azpu 得包
azpu 得慌
azpv 得忙
azpv 得恨
azpz 得心
azq  得手
azqa 得拍
azqb 得搞
azqd 得抹
azqd 得拖
azqd 得採
azqd 得操
azqe 得投
azqe 得搬
azqe 得撥
azqf 得揀
azqf 得擦
azqg 得推
azqg 得握
azqh 得先
azqh 得抄
azqi 得找
azqk 得換
azqk 得撤
azql 得折
azql 得挪
azql 得排
azql 得撕
azql 得擠
azqm 得扛
azqm 得生
azqn 得打
azqo 得抓
azqo 得挑
azqo 得據
azqp 得擺
azqq 得持
azqq 得撐
azqr 得扣
azqr 得抬
azqr 得搭
azqs 得撈
azqs 得靜
azqt 得拉
azqu 得抱
azqu 得捲
azqv 得按
azqv 得接
azqv 得摟
azqw 得抽
azqw 得攪
azqw 得看
azqy 得拆
azqy 得掛
azqz 得捉
azqz 得提
azra 得唱
azra 得踏
azrb 得喘
azrc 得噴
azrd 得呆
azrd 得踩
azre 得吸
azrh 得呀
azrh 得踢
azri 得戰
azrk 得咬
azrl 得叫
azrn 得叮
azro 得吹
azro 得咳
azro 得跌
azro 得跳
azrp 得唸
azrr 得唔
azrr 得喊
azrs 得嗆
azrs 得跨
azrt 得啦
azru 得兄
azru 得吃
azru 得跑
azrv 得喝
azrv 得跟
azs  得的
azse 得取
azse 得破
azsf 得緊
azsi 得騷
azsi 得鬆
azsj 得碎
azsk 得改
azsk 得硬
azsk 得駛
azsl 得聊
azsm 得騎
azso 得驗
azsp 得忍
azsp 得聽
azsr 得加
azss 得聘
azsu 得已
azsv 得長
azsy 得於
azta 得著
aztc 得兼
aztc 得黃
aztg 得羞
aztg 得難
azth 得剪
aztk 得美
aztm 得差
aztn 得前
aztp 得花
aztq 得薄
aztr 得苦
azts 得藏
aztt 得益
aztt 得蓋
aztt 得藍
aztu 得舊
aztv 得養
azun 得學
azuu 得出
azuw 得覺
azva 得響
azvb 得嬌
azvc 得妳
azvk 得獎
azvn 得好
azvn 得彎
azvo 得以
azvq 得將
azvr 得如
azvv 得裝
azvy 得她
azw  得了
azwc 得四
azwc 得圓
azwd 得困
azwf 得累
azwf 得罵
azwf 得黑
azwh 得見
azwm 得睡
azwm 得置
azwn 得罰
azws 得男
azwt 得曲
azwu 得圈
azww 得國
azwy 得罪
azwz 得買
azxb 得納
azxb 得組
azxd 得練
azxe 得綠
azxi 得約
azxk 得變
azxm 得紅
azxr 得給
azxs 得絕
azxt 得編
azxu 得純
azxu 得繞
azxw 得細
azxz 得經
azy  得是
azy  日這
azyb 得請
azyb 得講
azyc 得讀
azyd 得享
azyd 得新
azyd 日遊
azye 得敲
azyf 得就
azyf 得熟
azyf 得談
azyg 得主
azyj 得計
azyj 得辦
azyk 得放
azyl 得辣
azyl 得齊
azym 得上
azym 得虛
azym 得試
azyn 得贏
azyo 得你
azyo 得該
azyp 得意
azyq 得謝
azyr 得站
azyr 得調
azyr 得鹹
azys 得方
azys 得虧
azyu 得亮
azyu 得充
azyu 得親
azyu 得記
azyv 得讓
azz  得之
azz  日止
azza 得退
azzb 得肯
azzc 得選
azzf 得紫
azzf 得遜
azzg 得逞
azzj 得連
azzj 得運
azzk 得送
azzk 得邀
azzl 得近
azzm 得些
azzn 得通
azzn 得逾
azzo 得逃
azzo 得進
azzq 得建
azzq 得過
azzr 得追
azzs 得透
azzt 得道
azzv 得還
azzy 得這
baan 把門
baav 把關
baaz 把得
bab  月明
baba 把把
babb 把骨
babi 把多
babj 月暈
babl 把腳
babo 把臉
babv 把脈
babv 把腰
babv 把腿
baca 冥間
bacb 冥冥
bacd 冥想
bacg 冥報
bacg 冥壽
baci 冥府
baci 把錢
bacm 冥王
bacm 冥頑
bacr 冥器
bact 把錯
bacv 冥婚
bacw 冥思
bacx 冥紙
bacy 冥誕
badb 把柄
bade 把皮
badn 把刺
badq 把樹
bads 把槍
baeh 把湯
baeq 把對
baew 把淚
baew 把酒
baf  把火
bafd 把米
bafh 把少
bafo 把家
bafp 把炮
bafr 把糖
bage 把殼
bagl 把都
bagn 把到
bagu 把起
bagv 把壞
bagy 把地
bagz 把走
bahb 腸臟
bahd 把牠
bahf 腸炎
bahh 賜與
bahi 把風
bahi 把鬼
bahi 賜福
bahj 賜教
bahk 腸癌
bahk 賜有
bahm 賜死
bahn 賜予
baho 腸仔
bahp 把穩
bahq 把牛
bahq 把筆
bahq 賜爵
bahs 腸壁
bahs 賜的
bahu 把兒
bahv 腸斷
bahv 賜姓
bahw 腸胃
bahx 賜給
bahy 腸衣
bahz 腸道
bai  把我
baid 把床
bais 把成
bait 把盞
bajj 把車
bajl 把事
bajn 把字
bajp 把它
bajq 把守
baju 把完
bajw 把窗
bakb 把有
bakg 把在
baky 把頭
bala 把書
bame 把球
bamh 腥臭
bami 把式
bamo 腥氣
bamr 腥味
bamt 把弄
bamu 把玩
bamz 把一
ban  把弓
bana 月間
band 把子
banf 把魚
bao  把人
baoc 把他
baod 把集
baoe 把飯
baog 把住
baol 把劍
baoo 把肉
baop 把您
baot 把餅
baow 把個
bapk 把快
baq  把手
baqg 把握
baqj 把掉
baqq 把持
baqv 把表
barf 把嗎
barl 把哪
bart 把啦
bas  把的
basb 把臂
basd 把屎
base 把尿
bash 把刀
basl 把那
basu 把碗
bata 把著
batd 把菜
batn 把夢
baua 肥得
baub 肥胖
baud 肥東
baue 肥沃
bauf 肥料
baug 肥到
baug 肥土
baug 肥地
baug 肥城
baug 肥都
bauh 肥皂
baui 肥成
bauk 肥瘦
baum 肥厚
baun 肥強
baun 肥蟹
bauo 肥佬
bauo 肥肉
baur 肥呢
baur 肥啊
baur 肥啦
baur 肥嗎
baus 肥的
baus 肥碩
baus 肥那
baut 肥美
bauu 把出
bauv 肥壯
bauv 肥好
bauv 肥妹
bauw 肥了
bauw 肥田
bauz 肥這
bauz 肥過
bavc 把妳
bavn 把好
bavo 把以
bavy 把她
baw  把了
bawr 把回
baww 把圖
bawy 把點
baxr 把給
bayg 把誰
bayi 把戲
bayk 把文
bayo 把你
baz  月日
bazm 把些
bazq 把過
bazy 把這
bbba 骨得
bbbb 骨骼
bbbb 骨髓
bbbc 骨盆
bbbd 骨刺
bbbe 骨對
bbbe 骨法
bbbf 骨料
bbbf 骨粉
bbbg 骨到
bbbg 骨塔
bbbg 骨起
bbbg 骨都
bbbh 骨科
bbbh 骨節
bbbh 骨質
bbbi 骨感
bbbi 骨成
bbbj 骨幹
bbbk 骨架
bbbk 骨頭
bbbl 骨牌
bbbm 骨殖
bbbn 骨子
bbbo 骨肉
bbbq 骨折
bbbr 骨呢
bbbr 骨啦
bbbr 骨嗎
bbbr 骨器
bbbs 骨的
bbbs 骨碌
bbbs 骨那
bbbt 骨董
bbbt 骨蒸
bbbu 骨出
bbbv 骨好
bbbw 骨了
bbbx 骨紋
bbbx 骨縫
bbby 骨立
bbbz 骨這
bbbz 骨過
bbew 受恩
bbfh 鵬程
bbfz 朋黨
bbhu 月貌
bbjb 辭賦
bbje 辭海
bbjg 辭去
bbjh 辭行
bbji 辭庫
bbjj 辭官
bbjl 辭書
bbjn 辭色
bbjo 辭令
bbjp 辭世
bbjq 辭掉
bbjr 辭別
bbjs 辭職
bbjt 辭典
bbjv 辭彙
bbjy 辭意
bbjz 辭退
bbke 朋友
bblj 朋輩
bbol 朋儕
bbrb 胴體
bbsd 朋馳
bbtc 月賺
bbtk 朋美
bbua 亂闖
bbub 亂亂
bbub 亂多
bbub 亂用
bbub 亂賊
bbub 亂軍
bbuc 亂說
bbud 亂來
bbue 亂流
bbuf 亂黨
bbug 亂到
bbug 亂填
bbug 亂壞
bbug 亂走
bbug 亂起
bbug 亂都
bbuh 亂丟
bbuh 亂動
bbuh 亂印
bbuh 亂射
bbuh 亂箭
bbuh 亂行
bbui 亂成
bbui 亂神
bbui 亂麻
bbuj 亂事
bbuk 亂在
bbuk 亂套
bbuk 亂猜
bbul 亂數
bbum 亂下
bbum 亂正
bbum 亂石
bbun 亂飛
bbuo 亂倫
bbup 亂世
bbuq 亂打
bbuq 亂扣
bbuq 亂扯
bbuq 亂抄
bbuq 亂抓
bbuq 亂投
bbuq 亂抹
bbuq 亂拋
bbuq 亂掉
bbuq 亂推
bbuq 亂搞
bbuq 亂摸
bbuq 亂撞
bbuq 亂撥
bbuq 亂擺
bbuq 亂生
bbuq 亂看
bbuq 亂邦
bbur 亂叫
bbur 亂吃
bbur 亂吧
bbur 亂吵
bbur 亂呢
bbur 亂唱
bbur 亂唸
bbur 亂喊
bbur 亂喝
bbur 亂嗎
bbur 亂嗡
bbur 亂民
bbur 亂跑
bbur 亂跳
bbus 亂碼
bbus 亂髮
bbut 亂花
bbut 亂草
bbut 亂華
bbut 亂蓋
bbuu 亂出
bbuu 亂學
bbuv 亂好
bbuw 亂國
bbuw 亂罵
bbuw 亂點
bbux 亂紀
bbux 亂給
bbux 亂編
bbuy 亂上
bbuy 亂放
bbuy 亂試
bbuy 亂語
bbuy 亂調
bbuy 亂講
bbuy 亂辦
bbuy 亂離
bbuz 亂這
bbuz 亂造
bbuz 亂過
bbz  月月
bcaa 贈閱
bcaf 贈券
bcah 贈與
bcai 贈序
bcam 贈一
bcan 贈予
bcar 贈品
bcas 贈的
bcav 贈獎
bcax 贈給
bcay 贈言
bcaz 贈送
bcbg 貝雕
bcfc 貝類
bcge 貝殼
bchp 貝氏
bcja 罕聞
bcjb 罕用
