aaalx 晶片組
eyky  水龍頭
eyol  水族館
eypee 濾水池
eypei 濾水廠
eyper 濾水器
eyvug 滾出去
ezoa  水運會
ezqf  演奏家
ezqi  演奏廳
ezqo  演奏會
ezro  演唱會
eztw  演藝界
ezxi  演變成
ezxi  演變為
ezyb  演講辭
ezyo  演講會
faefg 爆炸聲
faefj 爆炸案
faefp 爆炸性
faefr 爆炸品
faeft 爆米花
faeia 爆冷門
faenk 爆發力
fajg  火星塞
fbffn 燃燒彈
fbgrc 堂兄弟
fbmxo 粗線條
fbqao 掌門人
fbqly 掌中戲
fbqag 掌握到
fbqak 掌握在
fbqaw 掌握了
fcaa  類問題
fcbdb 脊椎骨
fcbn  類服務
fchxn 粉紅色
fcos  類似的
fcwm  類固醇
fddd  米格機
fdfei 煉油廠
fdkh  米老鼠
ffdhv 榮譽獎
ffhdd 炒地皮
ffrcb 營業部
ffrcj 營業額
ffrcr 營業員
ffrth 營養師
ffrtq 營養素
ffrts 營養的
ffrtu 營養學
ffryy 營辦商
ffrzy 營造商
ffshh 勞動節
ffshj 勞動者
ffshk 勞動力
ffsmb 勞工部
ffsms 勞工局
ffsmw 勞工界
ffsmy 勞工處
ffssf 勞改營
ffsso 勞碌命
fgucd 燒錄機
fhdg  少林寺
fhlo  少數人
fhmw  少一點
fhnn  少不免
fhnw  少不了
fhob  少年軍
fhoi  少年郎
fhok  少年犯
fhon  少年隊
fhoo  少年人
fhos  少年的
fhow  少年團
fhox  少年組
fhvv  少女裝
fhvv  少奶奶
fhwmi 省政府
fifl  螢火蟲
fift  螢光幕
firsk 糖尿病
fity  螢幕上
fjbel 糊塗帳
fjky  火車頭
fjmf  火車票
fjyr  火車站
fker  尖沙咀
fker  尖沙嘴
flbb  常勝軍
flbj  常用字
flby  常用詞
flfk  常常在
flfo  常常會
flfy  常常是
flho  常委會
flqd  常青樹
flqt  常春藤
flwk  常見病
flyz  常言道
fmee  光溜溜
fmfs  光輝的
fmgtn 煙幕彈
fmhh  光禿禿
fmsd  光碟機
fnel  判決書
fnvk  判斷力
focs  家公司
fomh  家政科
fonv  家可以
foos  家人的
foqo  家提供
foso  家長會
fosu  家長們
fovi  家樂福
foyo  家計會
fpiu  炮台山
fqah  半日制
fqbih 精神科
fqbik 精神病
fqbiy 精神上
fqbri 精品店
fqbts 精華區
fqgz  半封建
fqhf  半私營
fqhh  半自動
fqir  半成品
fqlzs 鄰近的
fqmi  半政府
fqna  半小時
fqob  半個月
fqob  半年多
fqoo  半年內
fqot  半年前
fqpx  半世紀
fqub  半山腰
fqyt  半衰期
fqza  半透明
fqzb  半導體
frgk  尚未有
fseo  炸油條
ftgh  火葬場
ftij  火藥庫
ftrd  火藥味
fvax  五星級
fvbh  五月節
fvbl  五月初
fvbm  五月三
fvbm  五月二
fvbo  五周年
fvbo  五月份
fvbs  五月的
fvbt  五月花
fvbw  五月四
fvcc  五分鐘
fvgf  五穀類
fvhm  五千元
fvho  五千人
fvho  五千年
fvht  五千萬
fviu  五台山
fvjc  五十八
fvjc  五十分
fvjf  五十五
fvjf  五十米
fvjj  五十七
fvjk  五十九
fvjm  五十一
fvjm  五十二
fvjm  五十元
fvjo  五十個
fvjo  五十億
fvjo  五十年
fvjt  五十萬
fvjw  五十四
fvjy  五十六
fvjy  五字詞
fvke  五大洲
fvmm  五百元
fvmo  五百人
fvmo  五百個
fvmt  五百萬
fvmy  五至六
fvna  五小時
fvob  五個月
fvom  五億元
fvoo  五個人
fvos  五年的
fvox  五年級
fvph  五旬節
fvtm  五萬元
fvto  五萬人
fvto  五萬個
fvwm  五四一
fvwm  五里霧
fvyj  五六七
fvzo  五週年
fwbk  當然在
fwbk  當然有
fwbo  當然會
fwbp  當然也
fwby  當然是
fwde  當權派
fwdj  當權者
fwdo  當地人
fwds  當地的
fwiu  當我們
fwjj  當事者
fwjo  當事人
fwkf  當大家
fwls  當中的
fwmi  當政府
fwmo  當一個
fwob  當使用
fwos  當代的
fwou  當他們
fwzi  當選為
fydfs 燦爛的
fyng  料不到
fyyl  火辣辣
fzlb  黨中央
fzot  火柴盒
fzyi  黨主席
gbek  再沒有
gbgy  再培訓
gbhy  再重新
gbmi  再一次
gbni  再不能
gbpn  再也不
gbqq  再看看
gbso  再加入
gbsv  再加以
gbsy  再加上
gbtzm 壹週刊
gbui  再出現
gbwd  再回來
gbwg  再回到
gbyy  再就是
gbzh  再進行
gcoh  增值稅
gcsg  增加到
gcsg  增長到
gcsl  增加中
gcsx  增加約
gcsy  增長率
gdds  未來的
gdio  未成年
gdiy  未成熟
gdji  未完成
gdkl  未知數
gdmm  未正式
gdnk  未免太
gdob  未使用
gdoz  未償還
gdpi  未必能
gdpk  未必有
gdpo  未平倉
gdpo  未必會
gdpq  未包括
gdpy  未必是
gdqk  未接獲
gdvg  未收到
gdvj  未婚妻
gdwa  未見得
gdwp  未了情
gdwx  未了緣
gdwz  未見過
gdyz  未試過
gear  報關單
gehl  報告書
geho  報告會
genj  報名者
genl  報名費
genq  報名表
geor  報價單
geoy  報佳音
gexy  報紙上
gezq  報道指
gezs  報道的
gfbb  熱騰騰
gfer  熱水器
gfet  熱水瓶
gfff  熱烘烘
gfhj  熱身賽
gfms  熱烈的
gfpo  熱心人
gfys  熱衷於
gfyy  熱辣辣
ggms  圭亞那
ggqid 封神榜
ghen  土瓜灣
ghoq  土風舞
ghyb  土皇帝
gigb  去幫助
gigbm 墊腳石
giis  去參加
gins  去發展
gioi  去年底
gioi  去年度
giou  去他們
giqq  去看看
gisdj 劫機者
gist  去改善
giyh  去旅行
giys  去你的
gjal  聲明中
gjal  聲明書
gjcbv 填妥後
gjces 填海區
gjihj 執行官
gjiho 執委會
gjiho 執筆人
gjihs 執牛耳
gjihs 執行的
gjihs 執行長
gjihy 執行處
gjimf 執政黨
gjnt  聲色藝
gkno  埃及人
gkye  埃裏溫
glag  都得到
glam  都顯示
glbg  都受到
glcll 赤裸裸
glcnn 赤鱲角
glcoo 赤條條
gldd  都柏林
glek  都沒有
glgi  都未能
glgp  都未必
glgt  都喜歡
glhv  都很好
glig  都感到
glin  都能夠
gliy  都應該
glkt  都有其
glky  都希望
glkz  都知道
glmj  都一定
glmm  都需要
glmt  都一樣
glnb  都不同
glnd  都不想
glni  都不能
glni  都可能
glnm  都不要
glnn  都不可
glno  都不會
glnv  都不如
glnv  都可以
glny  都不是
gloe  都無法
glok  都會在
glok  都會有
glph  都必須
glrk  都只有
glrk  都唔知
glro  都唔係
glro  都唔會
glry  都只是
glss  都屬於
glsx  都已經
glua  都覺得
glui  都出現
glvi  都以為
glvo  都好似
glwi  都因為
glyh  都是從
glyi  都是為
glyi  都認為
glyk  都是在
glyo  都市人
glyv  都是以
gmhc  坦白說
gnao  到時候
gnav  到最後
gnbt  到目前
gnhe  到香港
gnhk  到所有
gnhs  到自己
gnik  到底在
gnik  到底有
gnik  到現在
gnisu 壽臣山
gniu  到我們
gniy  到底是
gnka  到有關
gnkd  到頭來
gnkn  到大陸
gnlw  到中國
gnly  到北京
gnmi  到政府
gnmk  到一九
gnmo  到一個
gnnv  到可以
gnoa  到今日
gnogq 坎培拉
gnoo  到任何
gnou  到他們
gnsa  到那時
gnso  到那個
gnta  到期日
gnto  到其他
gnvo  到如今
gnyg  到處都
gnyj  到訪者
gnym  到主頁
goee  高水準
goep  高水平
goggd 堆高機
goggs 堆填區
gogo  高增值
gogs  高增長
gogs  高高的
goha  高質量
gohm  高血壓
gohn  高風險
gohq  高科技
gohq  高質素
goid  高成本
goja  高容量
goji  高密度
goke  高雄港
gokw  高雄縣
goky  高雄市
golq  高中生
gomq  高爾夫
gono  高解像
gons  高階層
goox  高年級
gopi  高性能
goqh  高技術
gorh  高品質
gort  高跟鞋
gosi  高層次
goti  高難度
gouo  高峰會
gout  高峰期
gowg  高回報
goxs  高級的
goxx  高級組
goyi  高效能
goyy  高效率
gpml  志願書
gqbbi 幫助我
gqbbo 幫助您
gqbby 幫助你
gqbop 幫倒忙
grdf  吉林省
grgly 臺北市
grih  吉祥物
grng  吉隆坡
grrot 嘉年華
grryv 嘉許狀
grtj  吉普車
grvef 袁潔瑩
grvyo 袁詠儀
gryj  吉卜賽
grzh  吉之島
gsae  城門河
gslp  城中心
gsnc  城隍爺
gsni  城隍廟
gsqo  城規會
gstc  土耳其
gsyo  城市化
gtee  喜洋洋
gthed 彭海桐
gthji 彭定康
gtjzd 幸運地
gtjzh 幸運兒
gtnn  喜孜孜
gtos  喜愛的
gtrgj 塔吉克
gtrhm 塔利班
gtrti 塔斯社
gttk  喜歡在
gttr  喜歡吃
gtty  喜歡你
gttz  喜歡這
gtyl  喜劇片
guds  起來的
gudw  起來了
gues  起源於
guhd  起重機
guhe  起香港
guhk  起所有
guiu  起我們
gumgd 翹翹板
gumo  起一個
guob  起作用
gutk  起落架
guyl  起訴書
guzw  起步點
gvbg  越多越
gvdg  越來越
gvwj  越野車
gwop  賣人情
gyek  均沒有
gyna  均不得
gyni  均不能
gyqm  均表示
gyrtu 培養出
gyrym 培訓班
gyrys 培訓的
gyryu 培育出
gytgd 垃圾桶
gytgg 垃圾堆
gyuos 境內的
gyvdm 壞東西
gyveh 壞消息
gyvnn 壞孩子
gyvsp 壞習慣
gzap  走得快
gzar  走門路
gzbum 趙學而
gzerp 趣味性
gzgw  走勢圖
gzjaa 趕時間
gzjay 趕得上
gzjwd 趕回來
gzjyg 趕上去
gzmg  走一趟
gzmg  走下坡
gzraj 超時空
gzrge 超聲波
gzrgw 超越了
gzrhb 超自然
gzrij 超現實
gzrkm 超大型
gzroe 超短波
gzruw 超出了
gzrye 超音波
gzryz 超音速
gzrzb 超導體
gzrzx 超連結
gzsf  走馬燈
gzud  走出來
gzug  走出去
gzva  走後門
gzzd  走過來
gzzg  走過去
haabj 簡體字
haabl 簡體版
haae  白開水
haago 簡報會
haahi 簡稱為
haajy 簡直是
haaoo 簡介會
haard 簡單地
haaro 簡單化
haat  白日夢
haayz 簡言之
hadl  白皮書
haee  白沙灣
hafrt 鳥獸散
hago  白熱化
hahm  白血球
haik  夏威夷
halbq 節目表
halch 節錄自
haloa 節假日
hans  白色的
haof  夏令營
haon  白內障
hasa  白居易
hatd  白蘭地
hati  白羊座
hatt  白茫茫
haym  白韻琴
hbat  向日葵
hbbay 稱得上
hbbhe 稱香港
hbbzi 稱之為
hbcee 興沖沖
hbcgs 興趣的
hbckd 興奮地
hbcky 興奮劑
hbcs  向公司
hbczl 興建中
hbdy  向來是
hbeo  向各位
hbeu  向海嵐
hbhe  向香港
hbhk  向所有
hbiu  向我們
hbka  向有關
hbkdh 奧地利
hbkeg 奧海城
hbkf  向大家
hbkho 奧委會
hbkjt 奧克蘭
hbksm 奧尼爾
hbkte 奧斯汀
hbktn 奧斯陸
hbkty 奧斯卡
hbkzo 奧運會
hblw  向中國
hbmi  向政府
hbned 制海權
hbnio 制度化
hbnir 制成品
hbnis 制度的
hbnjd 制空權
hbnns 制發展
hbnzc 制造業
hbnzy 制造商
hboo  向任何
hbou  向他們
hbpjp 穩定性
hbtec 血汗錢
hbtee 血淋淋
hbtg  向前走
hbtmy 血壓計
hbtnd 血小板
hbtrl 血吸蟲
hbtxq 血紅素
hbzz  向這些
hcbk  與朋友
hcbn  與服務
hcbu  與同學
hccs  與公司
hcfo  與家人
hcha  與貿易
hche  與香港
hchk  與所有
hciu  與我們
hcka  與有關
hclw  與中國
hcly  與中文
hcmi  與政府
hcmo  與一個
hcmo  與工作
hcneo 劉淑儀
hcngm 劉嘉玲
hcnht 劉德華
hcnqm 劉青雲
hcns  與發展
hcob  與使用
hcod  與內地
hcoj  與會者
hcoo  與任何
hcou  與他們
hcqhs 舉行的
hcqhw 舉行了
hcqmo 舉一個
hcrcs 船公司
hcto  與其他
hctw  與英國
hcuns 稅務局
hcwk  與男友
hdaeb 香港腳
hdaed 香港來
hdaed 香港地
hdaeh 香港島
hdaek 香港大
hdael 香港版
hdaen 香港隊
hdaeo 香港人
hdaeo 香港仔
hdaeo 香港會
hdaes 香港區
hdaes 香港已
hdaes 香港的
hdaey 香港新
hdaey 香港是
hdarr 香噴噴
hdatd 香蕉皮
hdbwp 策略性
hddhh 季節風
hddhp 季節性
hddoh 季候風
hddvj 季後賽
hdeza 彼此間
hdifj 私家車
hdifo 私營化
hdih  禾盛街
hdihc 私房錢
hdiim 私底下
hdiko 私有化
hdind 私隱權
hdios 私人的
hdiqe 私生活
hdnqb 衛生部
hdnqs 衛生局
hdnqw 衛生署
hdntm 衛斯理
hdnyo 衛奕信
hdpnd 乘飛機
hdpsj 乘的士
hdstg 秀茂坪
hdvro 委員會
hdvrs 委員長
heas  反映的
heau  反映出
heaw  反映了
heee  反對派
heef  反對黨
heej  反對者
heib  反腐敗
hemi  反政府
hemk  反而在
hemo  反而會
hemp  反恐怖
hemy  反而是
heob  反作用
heow  反侵略
hepg  反情報
heto  反革命
heyg  反斗城
heyw  反效果
hezd  反過來
hfbhe 筲箕灣
hfef  秋海棠
hfper 愁滋味
hfwmd 番石榴
hfwxt 番紅花
hgax  重量級
hgcal 顧問費
hgcas 顧問的
hgcaw 顧問團
hgcks 顧大局
hgcs  重金屬
hgdd  重機械
hghs  重重的
hgiy  重慶市
hgjx  重案組
hgks  重大的
hgky  重頭戲
hglbn 郵服務
hgles 郵匯局
hgljm 郵寄至
hglms 郵政局
hglmw 郵政署
hgmp  重要性
hgms  重要的
hgnh  重陽節
hgnzy 街道上
hgqaa 等問題
hgqbn 等服務
hgqbs 等同於
hgqcs 等公司
hgqdo 等機會
hgqhi 等行為
hgqhs 等等的
hgqht 等待著
hgqin 等現象
hgqiu 等我們
hgqjf 等資料
hgqjm 等事項
hgqka 等有關
hgqmb 等項目
hgqmi 等功能
hgqmm 等一下
hgqmo 等一會
hgqmo 等工作
hgqmp 等一切
hgqmz 等一些
hgqou 等他們
hgqqo 等提供
hgqsy 等於是
hgqto 等其他
hgqwf 等國家
hgqwq 等因素
hgqym 等方式
hgqym 等方面
hgqyr 等產品
hgrmd 告示板
hgryi 告訴我
hgryo 告訴他
hgryy 告訴你
hgsbh 動腦筋
hgsdh 動植物
hgsel 動漫畫
hgshw 動物園
hgsll 動畫片
hgsmi 動干戈
hgsnh 動不動
hgsol 動作片
hgsqh 動手術
hgvs  重災區
hgwy  重點是
hgyhs 靠自己
hhado 舶來貨
hhadr 舶來品
hhcey 須注意
hhci  第八次
hhcj  第八十
hhcn  第八名
hhco  第八條
hhcob 須使用
hhcpq 須包括
hhcqo 須提供
hhcs  第八屆
hhcso 須確保
hhcy  第八章
hhdbb 躲貓貓
hhdy  竹枝詞
hhetx 般若經
hhfh  第五節
hhfi  第五次
hhfj  第五十
hhfm  第五天
hhfn  第五名
hhfo  第五個
hhfo  第五條
hhfr  第五號
hhfs  第五屆
hhfy  第五章
hhgpe 種情況
hhhe  竹篙灣
hhhtd 穆斯林
hhjc  第十八
hhjf  第十五
hhjh  第七節
hhji  第七次
hhji  第十次
hhjj  第七十
hhjj  第十七
hhjk  第十九
hhjm  第十一
hhjm  第十三
hhjm  第十二
hhjn  第七名
hhjo  第七條
hhjo  第十條
hhjs  第七屆
hhjs  第十屆
hhjw  第十四
hhjy  第七章
hhjy  第十六
hhjy  第十章
hhki  第九次
hhkj  第九十
hhkmy 笑面虎
hhknn 笑盈盈
hhko  第九條
hhkrr 笑呵呵
hhkrr 笑哈哈
hhkrr 笑嘻嘻
hhks  第九屆
hhktc 笑著說
hhkww 笑瞇瞇
hhky  第九章
hhma  第一日
hhma  第一間
hhma  第二日
hhmb  第一冊
hhmb  第一部
hhmb  第三冊
hhmb  第二冊
hhmb  第二部
hhmd  第一本
hhme  第三波
hhme  第二波
hhmf  第一卷
hhmf  第一家
hhmf  第一類
hhmf  第三類
hhmf  第二類
hhmg  第一場
hhmg  第三場
hhmg  第二場
hhmh  第一季
hhmh  第一段
hhmh  第一種
hhmh  第一節
hhmh  第一行
hhmh  第三季
hhmh  第三種
hhmh  第三節
hhmh  第二季
hhmh  第二種
hhmh  第二節
hhmi  第一次
hhmi  第三次
hhmi  第二次
hhmj  第一輪
hhmj  第三十
hhmj  第三者
hhmj  第二十
hhmj  第二輪
hhmk  第一套
hhml  第一版
hhml  第三版
hhml  第二版
hhmm  第一天
hhmm  第一頁
hhmm  第一項
hhmm  第三天
hhmm  第三頁
hhmm  第二天
hhmm  第二頁
hhmm  第二項
hhmn  第一名
hhmn  第一張
hhmn  第三名
hhmn  第二名
hhmo  第一人
hhmo  第一代
hhmo  第一件
hhmo  第一任
hhmo  第一份
hhmo  第一位
hhmo  第一個
hhmo  第一年
hhmo  第一條
hhmo  第三代
hhmo  第三個
hhmo  第三年
hhmo  第三條
hhmo  第二代
hhmo  第二個
hhmo  第二年
hhmo  第二條
hhmp  第一句
hhmp  第二句
hhmq  第一手
hhmq  第一批
hhmq  第二批
hhmr  第一號
hhmr  第三號
hhmr  第二號
hhms  第一屆
hhms  第三屆
hhms  第二屆
hhmt  第一期
hhmw  第一點
hhmw  第三國
hhmx  第一組
hhmx  第一線
hhmx  第三組
hhmx  第二組
hhmy  第一是
hhmy  第一站
hhmy  第一章
hhmy  第一課
hhmy  第三章
hhmy  第二是
hhmy  第二章
hhmy  第二課
hhmz  第一步
hhmz  第三步
hhmz  第二步
hhncn 衝鋒隊
hhnjk 衝擊力
hhqqi 射手座
hhwgd 留聲機
hhwh  第四季
hhwh  第四節
hhwi  第四台
hhwi  第四次
hhwj  第四十
hhwks 留頭髮
hhwm  第四天
hhwmd 留下來
hhwmw 留下了
hhwn  第四名
hhwo  第四位
hhwo  第四個
hhwo  第四條
hhwr  第四號
hhws  第四屆
hhwuq 留學生
hhwvr 留後路
hhwx  第四組
hhwy  第四章
hhwyd 留言板
hhwyg 留意到
hhwyh 留言簿
hhwyl 留言版
hhwys 留言區
hhyh  第六節
hhyi  第六感
hhyi  第六次
hhyj  第六十
hhyn  第六名
hhyo  第六個
hhyo  第六條
hhyr  第六號
hhys  第六屆
hhyy  第六章
hias  風景區
hifhm 鵝卵石
hifvh 鵝鸞鼻
hish  風馬牛
hjbm  千多元
hjeaa 段時間
hjhm  千斤頂
hjio  千禧年
hjlhs 管制區
hjlhy 管制站
hjljd 管轄權
hjljs 管轄區
hjlmb 管理部
hjlmd 管理權
hjlmh 管理所
hjlmh 管理系
hjlmj 管理者
hjlml 管理費
hjlmo 管理人
hjlmr 管理員
hjlms 管理局
hjlms 管理層
hjlmu 管理學
hjlmy 管理處
hjlnv 管弦樂
hjlvr 管樂器
hjlxv 管絃樂
hjoe  千佛洞
hjol  千年蟲
hjplp 德中心
hjpwo 德國人
hjpwt 德黑蘭
hjpyg 德意志
hjtm  千萬元
hjuwo 範圍內
hjuws 範圍的
hjws  千里馬
hjww  千里眼
hkpjh 懲教所
hkpjw 懲教署
hkqjj 肇事者
hkrra 吞吐量
hlah  所得稅
hlas  所得的
hlav  所影響
hlbg  所受到
hlbn  所賦予
hlbs  所受的
hlcqs 質素的
hlcs  所說的
hldi  所構成
hlek  所沒有
hljs  所做的
hlkd  所在地
hlkd  所帶來
hlkd  所有權
hlkh  所有制
hlkj  所有者
hlko  所有人
hlks  所有的
hlks  所犯的
hlme  所面對
hlmm  所需要
hlms  所需的
hlng  所引起
hlnn  所引發
hlob  所使用
hloss 所作的
hlpq  所包括
hlqb  所接受
hlqhd 律師樓
hlqhh 律師行
hlqhl 律師費
hlqho 律師會
hlqk  所持有
hlqk  所擁有
hlqms 律政司
hlqmw 律政署
hlqo  所提供
hlqs  所指的
hlqyd 筆記本
hlqyh 筆記簿
hlss  所屬的
hlud  所學校
hlvc  所以說
hlvi  所以我
hlvi  所以能
hlvk  所以在
hlvk  所以有
hlvn  所以不
hlvp  所以也
hlvv  所以她
hlvy  所以是
hlwa  所羅門
hlyq  所產生
hlys  所謂的
hlzi  所造成
hmche 兵役法
hmcmi 兵工廠
hmcso 兵馬俑
hmfhg 鳳凰城
hmhl  行動中
hmhx  行動組
hmhy  行動上
hmis  行為的
hmjm  行事曆
hmjx  行車線
hmmb  行政部
hmmd  行政權
hmme  行政法
hmmh  行政科
hmml  行政費
hmmn  行政院
hmms  行政區
hmms  行政局
hmms  行政的
hmmu  行政學
hmmw  行政署
hmnz  行不通
hmor  行人路
hmree 后海灣
hnah  利得稅
hnby  利用率
hnddd 梨木樹
hney  利潤率
hnhe  利物浦
hnijd 凡士林
hnmj  利瑪竇
hnnrs 移民局
hnofg 欣賞到
hnpm  利比亞
hnsy  利尿劑
hnvir 製成品
hnvlf 製片家
hnvoj 製作者
hnvom 製作班
hnvoo 製作人
hnvos 製作的
hnvyc 製衣業
hnvyi 製衣廠
hnvzc 製造業
hnvzi 製造廠
hnvzs 製造的
hnvzu 製造出
hnvzy 製造商
hodgi 徐志摩
hodne 徐子淇
hodpc 徐懷鈺
hodtm 徐若瑄
hoeeh 復活節
holtw 御花園
hoono 簽名會
hoqos 符合的
horcd 答錄機
horiw 答應了
horjy 答案是
horyl 答辯書
houlf 爬蟲類
hpazg 昏過去
hpeav 黎巴嫩
hpec  物流業
hphls 秘書的
hphls 秘書長
hphly 秘書處
hphy  物質上
hplhj 印第安
hplie 印度洋
hplij 印度教
hplio 印度人
hplis 印度的
hpllo 印書館
hplne 印象派
hplnl 印象中
hplns 印務局
hplqd 印表機
hplsc 印刷業
hplsd 印刷機
hplsh 印刷術
hplsi 印刷廠
hplsm 印刷工
hplsr 印刷品
hplth 印花稅
hpmh  物理科
hpmh  物理系
hpmu  物理學
hqbo  牛脾氣
hqccs 積金局
hqcdp 積極性
hqcds 積極的
hqee  牛池灣
hqjmd 拜天地
hqjoo 拜偶像
hqjsk 拜碼頭
hqjyi 拜占庭
hqkn  牛頭角
hqkto 牧羊人
hqkyh 牧童笛
hqobj 失敗者
hqobs 失敗的
hqobw 失敗了
hqocj 失業者
hqocs 失業的
hqocy 失業率
hqoe  牛肉湯
hqogw 失去了
hqoj  牛肉麵
hqol  牛仔褲
hqots 失落的
hqqer 特派員
hqqjo 特惠價
hqqjs 特定的
hqqkr 特大號
hqqks 特有的
hqqmn 特攻隊
hqqmp 特殊性
hqqor 特價品
hqqrb 特別多
hqqri 特別為
hqqrj 特別室
hqqrl 特別版
hqqrs 特別的
hqqry 特別是
hqqss 特區的
hqqyt 特效藥
hqqzn 特遣隊
hqshj 犧牲者
hqshq 犧牲掉
hqshr 犧牲品
hquco 毛公仔
hqued 毛澤東
hquhj 毛筆字
hquhl 毛毛蟲
hquhl 毛筆畫
hquhm 毛毛雨
hquhy 毛利率
hqutt 毛茸茸
hquxr 毛織品
hquxy 毛線衣
hraa  和問題
hrbk  和朋友
hrbn  和服務
hrcs  和公司
hrfbb 烏骨雞
hrfee 烏溜溜
hrfjt 烏克蘭
hrfmz 烏干達
hrfqg 烏拉圭
hrfqq 烏托邦
hrfxl 烏紗帽
hrfyt 烏龍茶
hrgis 程序的
hrgiy 程度上
hrhe  和香港
hrhk  和所有
hrio  和社會
hriu  和我們
hrjf  和資料
hrjk  和事老
hrjq  和支持
hrjy  和教育
hrka  和力量
hrka  和有關
hrkbs 啟用的
hrkf  和大家
hrkmc 啟示錄
hrknp 啟發性
hrky  和希望
hrlp  和中心
hrlw  和中國
hrmi  和政府
hrmm  和需要
hrmo  和一個
hrmo  和工作
hrns  和發展
hrnss 刮鬍刀
hrob  和使用
hrod  和內地
hrou  和他們
hrqho 籌委會
hrqo  和提供
hrro  和別人
hrto  和其他
hrym  和諧式
hryr  和市民
hryr  和產品
hsbdb 扁桃腺
hsbng 肩負起
