Chinese_Street_Name	English_Street_Name	District_Code
啟德道	KAI TAK ROAD	KC
啟德隧道	KAI TAK TUNNEL	KC
啟德橋道	KAI TAK BRIDGE ROAD	KC
啟樂街	KAI LOK STREET	KT
啟興道	KAI HING ROAD	KT
啟融里	KAI YUNG LANE	KC
啟禮道	KAI LAI ROAD	KT
國民路	KWOK MAN ROAD	Is
國瑞路	KWOK SHUI ROAD	K&amp;T-TW
域多利皇后街	QUEEN VICTORIA STREET	C&amp;W
域多利道	VICTORIA ROAD	C&amp;W-S
培正道	PUI CHING ROAD	KC
培民街	PUI MAN STREET	WTS
培成里	PUI SHING LANE	SK
培成路	PUI SHING ROAD	SK
培德街	PUI TAK STREET	SSP
培賢里	PUI YIN LANE	TP
基利坊	GREIG CRESCENT	E
基利路	GREIG ROAD	E
基隆街	KI LUNG STREET	YTM-SSP
基堤道	EMBANKMENT ROAD	KC
基業里	KEI YIP LANE	KT
基業街	KEI YIP STREET	KT
堅尼地道	KENNEDY ROAD	C&amp;W-WC
堅巷	CAINE LANE	C&amp;W
堅拿道天橋	CANAL ROAD FLYOVER	WC
堅拿道西	CANAL ROAD WEST	WC
堅拿道東	CANAL ROAD EAST	WC
堅道	CAINE ROAD	C&amp;W
堅彌地城海旁	"PRAYA	 KENNEDY TOWN"	C&amp;W
堅彌地城新海旁	"NEW PRAYA	 KENNEDY TOWN"	C&amp;W
堅彌地街	KENNEDY STREET	WC
將軍澳道	TSEUNG KWAN O ROAD	KT
將軍澳隧道公路	TSEUNG KWAN O TUNNEL ROAD	SK-KT
崇山街	SHUNG SHAN STREET	KT
崇仁圍	SHUNG YAN CIRCUIT	KT
崇仁街	SHUNG YAN STREET	KT
崇文街	TSUNG MAN STREET	S
崇平街	SUNG PING STREET	KC
崇正路	SHUNG CHING ROAD	YL
崇安街	SUNG ON STREET	KC
崇志街	SUNG CHI STREET	KC
崇和徑	SHUNG WO PATH	KT
崇信街	SHUNG SHUN STREET	KT
崇華街	SHUNG WAH STREET	WTS
崇基路	CHUNG CHI ROAD	ST
崇德圍	SHUNG TAK WAI	KT
崇德街	SHUNG TAK STREET	TP
崇德街	SUNG TAK STREET	WC
崇慶里	SUNG HING LANE	C&amp;W
崇潔街	SUNG KIT STREET	KC
崇賢里	SUNG YIN LANE	WC
崇耀街	SHUNG YIU STREET	KT
崇齡街	SHUNG LING STREET	WTS
崗背街	KONG PUI STREET	ST
常平街	SHEUNG PING STREET	E
常安街	SHEUNG ON STREET	E
常和街	SHEUNG WO STREET	KC
常怡道	SHEUNG YEE ROAD	KT
常怡道天橋	SHEUNG YEE ROAD FLYOVER	KT
常茂街	SHEUNG MAU STREET	E
常健街	SHEUNG KIN STREET	KC
常悅道	SHEUNG YUET ROAD	KT
常康街	SHEUNG HONG STREET	KC
常盛里	SHEUNG SHING LANE	KC
常盛街	SHEUNG SHING STREET	KC
常富街	SHEUNG FOO STREET	KC
常達街	SHEUNG TAT STREET	E
常寧路	SHEUNG NING ROAD	SK
常樂街	SHEUNG LOK STREET	KC
常興街	SHEUNG HING STREET	KC
常豐里	SHEUNG FUNG LANE	C&amp;W
康山道	KORNHILL ROAD	E
康山道天橋	KORNHILL ROAD FLYOVER	E
康平街	HONG PING STREET	E
康民街	HONG MAN STREET	E
康安街	HONG ON STREET	E
康年徑	HONG NIN PATH	SK
康村路	HONG TSUEN ROAD	SK
康利道	HONG LEE ROAD	KT
康定徑	HONG TING PATH	SK
康定路	HONG TING ROAD	SK
康城徑	RUE DE CANNES	YL
康城路	LOHAS PARK ROAD	SK
康柏徑	HONG PAK PATH	E
康健路	HONG KIN ROAD	SK
康泰徑	HONG TAI PATH	YTM
康莊道	HONG CHONG ROAD	YTM
康祥街	HONG CHEUNG STREET	E
康強街	HONG KEUNG STREET	WTS
康盛街	HONG SHING STREET	E
康富路	HONG FU ROAD	SK
康愉街	HONG YUE STREET	E
康景街	HONG KING STREET	YL
康運徑	HONG WAN PATH	YTM
康達徑	HONG TAT PATH	YTM
康業街	HONG YIP STREET	YL
康福臺	COMFORT TERRACE	E
康榮徑	HONG WING PATH	YTM
康寧道	HONG NING ROAD	KT
康德道	HONG TAK ROAD	KT
康輝路	HONG FAI ROAD	TM
康樂西路	HONG LOK ROAD WEST	TP
康樂東路	HONG LOK ROAD EAST	TP
康樂街	HONG LOK STREET	YTM
康樂道	AMENITY ROAD	Is
康樂園市中心徑	HONG LOK YUEN TOWN CENTRE CRESCENT	TP
康樂園第一街	HONG LOK YUEN FIRST STREET	TP
康樂園第七街	HONG LOK YUEN SEVENTH STREET	TP
康樂園第九街	HONG LOK YUEN NINTH STREET	TP
康樂園第二十一街	HONG LOK YUEN TWENTY-FIRST STREET	TP
康樂園第二十七街	HONG LOK YUEN TWENTY-SEVENTH STREET	TP
康樂園第二十二街	HONG LOK YUEN TWENTY-SECOND STREET	TP
康樂園第二十八街	HONG LOK YUEN TWENTY-EIGHTH STREET	TP
康樂園第二十三街	HONG LOK YUEN TWENTY-THIRD STREET	TP
康樂園第二十五街	HONG LOK YUEN TWENTY-FIFTH STREET	TP
康樂園第二十六街	HONG LOK YUEN TWENTY-SIXTH STREET	TP
康樂園第二十四街	HONG LOK YUEN TWENTY-FOURTH STREET	TP
康樂園第二十街	HONG LOK YUEN TWENTIETH STREET	TP
康樂園第二街	HONG LOK YUEN SECOND STREET	TP
康樂園第八街	HONG LOK YUEN EIGHTH STREET	TP
康樂園第十一街	HONG LOK YUEN ELEVENTH STREET	TP
康樂園第十七街	HONG LOK YUEN SEVENTEENTH STREET	TP
康樂園第十九街	HONG LOK YUEN NINETEENTH STREET	TP
康樂園第十二街	HONG LOK YUEN TWELFTH STREET	TP
康樂園第十八街	HONG LOK YUEN EIGHTEENTH STREET	TP
康樂園第十五街	HONG LOK YUEN FIFTEENTH STREET	TP
康樂園第十六街	HONG LOK YUEN SIXTEENTH STREET	TP
康樂園第十四街	HONG LOK YUEN FOURTEENTH STREET	TP
康樂園第十街	HONG LOK YUEN TENTH STREET	TP
康樂園第三街	HONG LOK YUEN THIRD STREET	TP
康樂園第五街	HONG LOK YUEN FIFTH STREET	TP
康樂園第六街	HONG LOK YUEN SIXTH STREET	TP
康樂園第四街	HONG LOK YUEN FOURTH STREET	TP
康樂園路	HONG LOK YUEN ROAD	TP
康樂廣場	CONNAUGHT PLACE	C&amp;W
康寶路	HONG PO ROAD	TM
庸園路	YUNG YUEN ROAD	YL
張保仔路	CHEUNG PO CHAI ROAD	Is
強業街	KEUNG YIP STREET	YL
彩石里	CHOI SHEK LANE	KT
彩石道	CHOI SHEK ROAD	KT
彩竹街	CHOI CHUK STREET	WTS
彩沙街	CHOI SHA STREET	ST
彩明街	CHOI MING STREET	SK
彩虹交匯處	CHOI HUNG INTERCHANGE	WTS-KT
彩虹道	CHOI HUNG ROAD	WTS
彩盛里	CHOI SHING LANE	KT
彩雀街	LARKSPUR STREET	SSP
彩發街	CHOI FAT STREET	N
彩雲道	CHOI WAN ROAD	KT
彩順街	CHOI SHUN STREET	N
彩園路	CHOI YUEN ROAD	N
彩暉街	CHOI FAI STREET	N
彩榮里	CHOI WING LANE	KT
彩榮路	CHOI WING ROAD	KT
彩鳳徑	CHOI FUNG PATH	WTS
彩蝶街	CHOI TIP STREET	TP
彩禧路	CHOI HEI ROAD	KT
彩興里	CHOI HING LANE	KT
彩興路	CHOI HING ROAD	KT
彩頤里	CHOI YEE LANE	WTS
彩霞道	CHOI HA ROAD	KT
得利街	TAK LEE STREET	ST
得怡街	TAK YI STREET	ST
得基街	TAK KEI STREET	ST
得榮街	TAK WING STREET	ST
得寶街	TAK PO STREET	ST
悠安街	YAU ON STREET	ST
悠定街	YAU TING STREET	ST
悠麗路	YAU LAI ROAD	TW
惇裕路	TUN YU ROAD	YL
捷船街	SCHOONER STREET	WC
掃管埔路	SO KWUN PO ROAD	N
掃管笏村路	SO KWUN WAT TSUEN ROAD	TM
掃管笏路	SO KWUN WAT ROAD	TM
排煤機道	STACKER ROAD	Is
排廠路	PAI CHONG ROAD	Is
排頭街	PAI TAU STREET	ST
救世軍街	SALVATION ARMY STREET	WC
教育路	KAU YUK ROAD	YL
教育路	KAU YUK ROAD	Is
教堂街	CHURCH STREET	E
教堂路	CHAPEL ROAD	ST
曹公坊	TSO KUNG SQUARE	TW
曹公街	TSO KUNG STREET	TW
望隆街	MONG LUNG STREET	E
望發街	MONG FAT STREET	TM
望達街	MONG TAT STREET	TM
望榮街	MONG WING STREET	TM
梅子林路	MUI TSZ LAM ROAD	ST
梅芳街	MUI FONG STREET	C&amp;W
梅道	MAY ROAD	C&amp;W
梅窩涌口街	MUI WO CHUNG HAU STREET	Is
梅窩鄉事會路	MUI WO RURAL COMMITTEE ROAD	Is
梅窩碼頭路	MUI WO FERRY PIER ROAD	Is
梅樹坑路	MUI SHU HANG ROAD	TP
梅馨街	MUI HING STREET	WC
梭椏道	SOARES AVENUE	KC
梳士巴利道	SALISBURY ROAD	YTM
深井村路	SHAM TSENG TSUEN ROAD	TW
深水角徑	SHAM SHUI KOK DRIVE	TW
深水灣徑	DEEP WATER BAY DRIVE	S
深水灣道	DEEP WATER BAY ROAD	S-WC
深圳街	SHAMCHUN STREET	YTM
深圳灣公路大橋	SHENZHEN BAY BRIDGE	YL
深屈道	SHAM WAT ROAD	Is
深旺道	SHAM MONG ROAD	SSP-YTM
深涌村路	SHAM CHUNG TSUEN ROAD	YL
深涌路	SHAM CHUNG ROAD	YL
深康路	SHAM HONG ROAD	TW
深盛路	SHAM SHING ROAD	SSP
深慈街	SHAM TSZ STREET	TW
深豐路	SHAM FUNG ROAD	TW
深灣道	SHUM WAN ROAD	S
深灣路	DEEP BAY ROAD	YL
深灣碼頭徑	SHUM WAN PIER DRIVE	S
淺水灣道	REPULSE BAY ROAD	S
添美道	TIM MEI AVENUE	C&amp;W
添華道	TIM WA AVENUE	C&amp;W
添馬街	TAMAR STREET	C&amp;W
添福道	TIM FUK ROAD	KC
清心街	TSING SUM STREET	K&amp;T
清水灣道	CLEAR WATER BAY ROAD	SK-KT-WTS
清攸徑	CHING YAU PATH	YL
清攸路	CHING YAU ROAD	YL
清城路	CHING SHING ROAD	N
清風街	TSING FUNG STREET	WC
清華街	CHING WAH STREET	E
清梅街	TSING MUI STREET	K&amp;T
清甜街	TSING TIM STREET	K&amp;T
清曉路	CHING HIU ROAD	N
清譽街	TSING YU STREET	K&amp;T
盛民里	SHING MAN LANE	E
盛田街	SHING TIN STREET	ST
盛芳街	SHING FONG STREET	K&amp;T
盛泰道	SHING TAI ROAD	E
盛康里	SHING HONG LANE	E
盛福街	SHING FUK STREET	K&amp;T
盛德街	SHING TAK STREET	KC
眾安街	CHUNG ON STREET	TW
眾坊街	PUBLIC SQUARE STREET	YTM
符理善徑	FRASER RISE	WC
符興街	FU HING STREET	N
符禮修路	FRASER ROAD	TM
第一巷	FIRST LANE	WC
第一街	FIRST STREET	C&amp;W
第二巷	SECOND LANE	WC
第二街	SECOND STREET	C&amp;W
第三巷	THIRD LANE	WC
第三街	THIRD STREET	C&amp;W
細山路	SAI SHAN ROAD	K&amp;T
脫硫路	FGD ROAD	TM
舂磡角道	CHUNG HOM KOK ROAD	S
船景街	SHUNG KING STREET	KC
船街	SHIP STREET	WC
船塢里	SHIPYARD LANE	E
船澳街	DOCK STREET	KC
菁裕徑	CHING YU PATH	YL
菠蘿輋徑	PO LO CHE PATH	SK
菠蘿輋路	PO LO CHE ROAD	SK
菩提街	LIME STREET	YTM
菲利提諾大道	FERENTINO BOULEVARD	YL
菲林明道	FLEMING ROAD	WC
萃文里	SUI MAN LANE	E
萃文道	SUI MAN ROAD	E
萃雲路	SUI WAN ROAD	N
萊茵河大道	RHEIN AVENUE	N
萊茵道	BOULEVARD DE CASCADE	TP
萊洞第一巷	LOI TUNG FIRST LANE	N
萊洞第二巷	LOI TUNG SECOND LANE	N
萊洞第三巷	LOI TUNG THIRD LANE	N
萊洞第五巷	LOI TUNG FIFTH LANE	N
萊洞第六巷	LOI TUNG SIXTH LANE	N
萊洞第四巷	LOI TUNG FOURTH LANE	N
豉油街	SOY STREET	YTM
象山邨西路	CHEUNG SHAN ESTATE ROAD WEST	TW
象山邨東路	CHEUNG SHAN ESTATE ROAD EAST	TW
象鼻山路	CHEUNG PEI SHAN ROAD	TW-K&amp;T
貨櫃碼頭南路	CONTAINER PORT ROAD SOUTH	K&amp;T
貨櫃碼頭路	CONTAINER PORT ROAD	K&amp;T
貫華里	KOON WAH LANE	WTS
進教圍	ST FRANCIS YARD	WC
進德路	PROGRESS ROAD	ST
過路灣路	KWO LO WAN ROAD	Is
鄉事會坊	HEUNG SZE WUI SQUARE	TP
鄉事會街	HEUNG SZE WUI STREET	TP
雀橋街	TSEUK KIU STREET	SSP
雪廠街	ICE HOUSE STREET	C&amp;W
魚市場道	YUE SHI CHEUNG ROAD	S
麥加力歌街	MCGREGOR STREET	WC
麥連街	MERLIN STREET	E
麥園圍路	MAK YUEN WAI ROAD	TM
麥當勞道	MACDONNELL ROAD	C&amp;W
麥蘭徑	MARIN AVENUE	YL
鹿尾村路	LUK MEI TSUEN ROAD	SK
鹿尾里	LUK MEI LANE	SK
鹿苑街	LUK YUEN STREET	TM
鹿祥路	LUK CHEUNG ROAD	SK
鹿鳴街	LUK MING STREET	KC
鹿頸路	LUK KENG ROAD	N
梁盛路	LEUNG SHING ROAD	YL
梁輝臺	LEUNG FAI TERRACE	C&amp;W
琉森大道	LUZERN BOULEVARD	N
琉璃街	LAU LI STREET	WC
隆安街	LUNG ON STREET	WC
隆德街	LUNG TAK STREET	KC
梨木道	LEI MUK ROAD	K&amp;T
梨貝街	LEI PUI STREET	K&amp;T
梨樹路	LEI SHU ROAD	TW
逸東街	YAT TUNG STREET	Is
逸林坊	KENSINGTON SQUARE	YL
逸林里	KENSINGTON LANE	YL
逸林徑	KENSINGTON DRIVE	YL
逸林道	KENSINGTON ROAD	YL
逸林路	KENSINGTON AVENUE	YL
逸泰街	YAT TAI STREET	ST
逸祥街	YAT CHEUNG STREET	ST
逸雅里	YAT NGA LANE	TP
逸遙路	YAT YIU AVENUE	TP
傅屋路	FU UK ROAD	TW
凱榮路	HAI WING ROAD	N
創富道	CHONG FU ROAD	E
創新路	CHONG SAN ROAD	TP-ST
創業街	CHONG YIP STREET	KT
勝利道	VICTORY AVENUE	KC
勝耀街	SHING YIU STREET	K&amp;T
博文街	POK MAN STREET	YTM
博物館道	MUSEUM DRIVE	YTM
博泉徑	POK CHUEN PATH	ST
博泉街	POK CHUEN STREET	ST
博研路	POK YIN ROAD	TP
博愛交匯處	POK OI INTERCHANGE	YL
博學里	POK HOK LANE	YTM
博覽道	EXPO DRIVE	WC-C&amp;W
博覽道中	EXPO DRIVE CENTRAL	WC
博覽道東	EXPO DRIVE EAST	WC
善鄰里	SHIN LUN LANE	KC
善慶街	SHIN HING STREET	C&amp;W
喜士路	HI SHI ROAD	Is
喜利徑	HI LEE PATH	YL
喜東街	HEI TUNG STREET	Is
喜泰街	HI TAI STREET	ST
喜業街	HI YIP STREET	YL
喜靈洲路	HEI LING CHAU ROAD	Is
圍內村第一巷	WAI LOI TSUEN LANE 1	N
圍內村第七巷	WAI LOI TSUEN LANE 7	N
圍內村第九巷	WAI LOI TSUEN LANE 9	N
圍內村第二巷	WAI LOI TSUEN LANE 2	N
圍內村第八巷	WAI LOI TSUEN LANE 8	N
圍內村第十一巷	WAI LOI TSUEN LANE 11	N
圍內村第十二巷	WAI LOI TSUEN LANE 12	N
圍內村第十巷	WAI LOI TSUEN LANE 10	N
圍內村第三巷	WAI LOI TSUEN LANE 3	N
圍內村第五巷	WAI LOI TSUEN LANE 5	N
圍內村第六巷	WAI LOI TSUEN LANE 6	N
圍內村第四巷	WAI LOI TSUEN LANE 4	N
圍仔第一街	WAI TSAI FIRST STREET	Is
圍仔第二街	WAI TSAI SECOND STREET	Is
圍仔第三街	WAI TSAI THIRD STREET	Is
圍仔第五街	WAI TSAI FIFTH STREET	Is
圍仔第四街	WAI TSAI FOURTH STREET	Is
圍仔街	WAI TSAI STREET	Is
圍乪街	WAI KEK STREET	K&amp;T
堡壘街	FORT STREET	E
堤畔徑	BAYSIDE DRIVE	Is
堪仕達道	HOMESTEAD ROAD	C&amp;W
堪富利士道	HUMPHREYS AVENUE	YTM
塔門海傍街	TAP MUN HOI PONG STREET	TP
富田里	FU TIN LANE	ST
富地路	FU TEI ROAD	TM
富安街	FU ON STREET	KC
富池徑	FU CHI PATH	WTS
富坪街	FU PENG STREET	Is
富忠里	FU CHUNG LANE	TP
富怡道	FU YEE ROAD	E
富昌徑	FU CHEONG PATH	TW
富明街	FOO MING STREET	WC
富東街	FU TUNG STREET	Is
富欣道	HARMONY ROAD	E
富美東街	FU MEI STREET EAST	WTS
富美街	FU MEI STREET	WTS
富健街	FU KIN STREET	ST
富華街	FU WAH STREET	TW
富崗山路	FU KONG SHAN ROAD	Is
富康街	FU HONG STREET	E
富強街	FU KEUNG STREET	WTS
富盛街	FU SHING STREET	TM
富善街	FU SHIN STREET	TP
富發里	FU FAT LANE	TM
富裕街	FU YUE STREET	WTS
富貴徑	FU KWAI PATH	K&amp;T
富貴街	FOO KWAI STREET	YTM
富運街	FU WAN STREET	WTS
富業街	FU YIP STREET	YL
富源街	FOO YUEN STREET	WTS
富福路	FU FUK ROAD	TM
富榮街	FU WING STREET	TW
富翠街	FU TSUI STREET	E
富寧街	FU NING STREET	KC
富寶路	FU PO ROAD	ST
寓安里	YUE ON LANE	SK
弼街	BUTE STREET	YTM
惠民路	WAI MAN ROAD	SK
惠安街	WAI ON STREET	YTM
惠亨街	WAI HANG STREET	E
惠東路	WAI TUNG ROAD	Is
惠風街	WAI FUNG STREET	S
惠華街	WAI WAH STREET	WTS
惠福道	WELFARE ROAD	S
愉峰道	DISCOVERY PEAK ROAD	IS
愉景山道	DISCOVERY VALLEY ROAD	Is
愉景街	YUE KING STREET	Is
愉景灣道	DISCOVERY BAY ROAD	Is
愉景灣隧道	DISCOVERY BAY TUNNEL	Is
插桅杆街	CHAP WAI KON STREET	ST
揚帆里北	YEUNG FAN LANE NORTH	KC
揚帆里南	YEUNG FAN LANE SOUTH	KC
散石灣北路	SAN SHEK WAN NORTH ROAD	TM
散石灣路	SAN SHEK WAN ROAD	TM
敦和里	TUN WO LANE	C&amp;W
敬民街	KING MAN STREET	SK
敬祖路	KING CHO ROAD	K&amp;T
敬業里	KING YIP LANE	KT
敬業街	KING YIP STREET	KT
敬誠街	KESWICK STREET	WC
敬德街	KING TAK STREET	KC
敬賢里	KING YIN LANE	SK
普仁街	PO YAN STREET	C&amp;W
普門路	UNIVERSAL GATE ROAD	TP
普通道	PO TUNG ROAD	SK
普益里	PO YICK LANE	TP
普益街	PO YICK STREET	TP
普善街	PO SHIN STREET	WC
普照路	PO CHIU ROAD	KT
普義街	PO YEE STREET	C&amp;W
普慶坊	PO HING FONG	C&amp;W
普樂里	BULLOCK LANE	WC
普樂道	POLLOCK'S PATH	C&amp;W
景光街	KING KWONG STREET	WC
景秀里	KING SAU LANE	TM
景明道	KING MING ROAD	WC
景星街	KING SING STREET	WC
景荔徑	KING LAI PATH	SSP
景峰徑	KING FUNG PATH	TM
景泰街	KING TAI STREET	WTS
景康街	KING HONG STREET	WTS
景隆街	CANNON STREET	WC
景雲街	KING WAN STREET	KC
景新徑	KING SAN PATH	TM
景福街	KING FUK STREET	WTS
景嶺路	KING LING ROAD	SK
智芳街	CHE FONG STREET	K&amp;T
智昌路	CHI CHEONG ROAD	N
智明街	CHI MING STREET	N
智順里	CHI SHUN LANE	N
智賢里	CHI YIN LANE	N
曾嘴路	TSANG TSUI ROAD	TM
朝光街	CHIU KWONG STREET	C&amp;W
朝暉徑	HEADLAND DRIVE	Is
朝暉路	DAWN DRIVE	YL
棉花路	COTTON PATH	WC
棉登徑	MINDEN AVENUE	YTM
棕樹街	PALM STREET	YTM
棕櫚徑	PALM DRIVE	S
棕櫚徑	PALM DRIVE	N
棗梨雅道	JULIA AVENUE	KC
棟樑里	TUNG LEUNG LANE	TP
棟樑路	TUNG LEUNG ROAD	TP
棠蔭街	TONG YAM STREET	SSP
森麻實徑	SOMERSET PATH	N
森麻實道	SOMERSET ROAD	KC
欽州街	YEN CHOW STREET	SSP
欽州街西	YEN CHOW STREET WEST	SSP
欽明路	YEN MING ROAD	SSP-YTM
渡華路	TO WAH ROAD	YTM
渡船街	FERRY STREET	YTM
渣甸坊	JARDINE'S CRESCENT	WC
渣甸街	JARDINE'S BAZAAR	WC
渣華道	JAVA ROAD	E
渭州道	WILTSHIRE ROAD	KC
港中里	KONG CHUNG LANE	C&amp;W
港攸路	KONG YAU ROAD	YL
港威大道	GATEWAY BOULEVARD	YTM
港珠澳大橋香港連接路	HONG KONG-ZHUHAI-MACAO BRIDGE HONG KONG LINK ROAD	Is
港深西部公路	KONG SHAM WESTERN HIGHWAY	YL-TM
港景街	HARBOUR VIEW STREET	C&amp;W
港灣徑	HARBOUR DRIVE	WC
港灣道	HARBOUR ROAD	WC
游龍徑	YAU LUNG PATH	WTS
湖山路	WU SHAN ROAD	TM
湖月街	WU YUET STREET	TM
湖北街	WU PAK STREET	S
湖光街	WU KWONG STREET	KC
湖安街	WU ON STREET	TM
湖秀街	WU SAU STREET	TM
湖昌街	WU CHEONG STREET	TM
湖南街	WU NAM STREET	S
湖畔街	WU POON STREET	TM
湖康街	WU HONG STREET	TM
湖景道	BOULEVARD DU LAC	TP
湖景路	WU KING ROAD	TM
湖暉街	WU FAI STREET	TM
湖翠路	WU CHUI ROAD	TM
湖邊大道	POOLSIDE AVENUE	YL
湧浪路	YUNG LONG ROAD	TM
琳寶徑	LAMBETH WALK	C&amp;W
琴行街	KAM HONG STREET	E
琵琶山路	PIPER'S HILL ROAD	ST
畫眉徑	WA MEI PATH	N
登巴道	DUNBAR ROAD	KC
登打士街	DUNDAS STREET	YTM
登發街	DUNG FAT STREET	TW
登龍街	TANG LUNG STREET	WC
登豐街	TANG FUNG STREET	S
發利街	FAT LEE STREET	Is
發祥街	FAT TSEUNG STREET	SSP
發祥街西	FAT TSEUNG STREET WEST	SSP
發業里	FAT YIP LANE	TW
發興街	FAT HING STREET	C&amp;W
童子街	TUNG CHI STREET	K&amp;T
童軍徑	SCOUT PATH	YTM
筆架山道	BEACON HILL ROAD	KC
策馬特大道	ZERMATT AVENUE	N
紫田路	TSZ TIN ROAD	TM
紫來里	TSZ LOI LANE	KT
紫荊北路	BAUHINIA ROAD NORTH	YL
紫荊西路	BAUHINIA ROAD WEST	YL
紫荊東路	BAUHINIA ROAD EAST	YL
紫荊南路	BAUHINIA ROAD SOUTH	YL
紫葳路	TSE WAI AVENUE	WTS
紫薇街	TSZ MI ALLEY	C&amp;W
紫檀路	ROSE WOOD ROAD	YL
紫藤路	WISTARIA ROAD	SSP
紫羅蘭山徑	TSZ LO LAN SHAN PATH	S
紫蘭徑	ORCHID PATH	YL
結志街	GAGE STREET	C&amp;W
統一碼頭道	PIER ROAD	C&amp;W
翔天中路	SKY PLAZA ROAD CENTRAL	Is
翔天北路	SKY PLAZA ROAD NORTH	Is
翔天南路	SKY PLAZA ROAD SOUTH	Is
翔天徑	SKY PLAZA DRIVE	Is
翔天路	SKY PLAZA ROAD	Is
翔東路	CHEUNG TUNG ROAD	Is-TW
舒梨道	SURREY LANE	KC
艇街	BOAT STREET	E
萬安街	MAN ON STREET	YTM
萬年街	MAN NIN STREET	SK
萬事達廣場	MOUNT STERLING MALL	SSP
萬宜里	MAN YEE LANE	C&amp;W
萬茂里	MONMOUTH PATH	C&amp;W-WC
萬茂臺	MONMOUTH TERRACE	WC
葵仁路	KWAI YAN ROAD	K&amp;T
葵合街	KWAI HOP STREET	K&amp;T
葵安道	KWAI ON ROAD	K&amp;T
葵孝街	KWAI HAU STREET	K&amp;T
葵秀路	KWAI SAU ROAD	K&amp;T
葵和街	KWAI WO STREET	K&amp;T
葵定路	KWAI TING ROAD	K&amp;T
葵昌路	KWAI CHEONG ROAD	K&amp;T
葵青交匯處	KWAI TSING INTERCHANGE	TW
葵青路	KWAI TSING ROAD	K&amp;T
葵泰路	KWAI TAI ROAD	K&amp;T
葵涌交匯處	KWAI CHUNG INTERCHANGE	SSP-K&amp;T
葵涌道	KWAI CHUNG ROAD	K&amp;T-SSP
葵涌醫院路	KWAI CHUNG HOSPITAL ROAD	K&amp;T
葵益道	KWAI YIK ROAD	K&amp;T
葵康街	KWAI HONG STREET	K&amp;T
葵盛圍	KWAI SHING CIRCUIT	K&amp;T
葵喜街	KWAI HEI STREET	K&amp;T
葵富路	KWAI FOO ROAD	K&amp;T
葵景路	KWAI KING ROAD	K&amp;T
葵發路	KWAI FAT ROAD	K&amp;T
葵裕里	KWAI YUE LANE	K&amp;T
葵裕街	KWAI YUE STREET	K&amp;T
葵順街	KWAI SHUN STREET	K&amp;T
葵葉街	KWAI YIP STREET	K&amp;T
葵義路	KWAI YI ROAD	K&amp;T
葵福路	KWAI FUK ROAD	K&amp;T
葵榮路	KWAI WING ROAD	K&amp;T
葵德街	KWAI TAK STREET	K&amp;T
葵樂街	KWAI LOK STREET	K&amp;T
葵興路	KWAI HING ROAD	K&amp;T
葵聯路	KWAI LUEN ROAD	K&amp;T
葵豐街	KWAI FUNG CRESCENT	K&amp;T
街市街	MARKET STREET	YTM
街市街	MARKET STREET	N
裕民坊	YUE MAN SQUARE	KT
裕東路	YU TUNG ROAD	Is
裕泰路	YU TAI ROAD	N
裕景坊	YU KING SQUARE	YL
裕榮徑	YU WING PATH	YL
貴州街	KWEI CHOW STREET	KC
貴池徑	KWAI CHI PATH	WTS
貴坪街	KWAI PENG STREET	Is
貴華里	KWAI WA LANE	C&amp;W
貴翠街	KWAI TSUI STREET	E
貿泰路	MAU TAI ROAD	SK
貿業路	MAU YIP ROAD	SK
賀良里	HOLLAND CLOSE	WC
跑道南路	SOUTH RUNWAY ROAD	Is
遊艇徑	MARINA DRIVE	Is
運亨路	WAN HANG ROAD	SK
運盈街	WAN YING STREET	WC
運通街	WUN TUNG STREET	TW
運動場道	PLAYING FIELD ROAD	YTM
運盛街	WAN SHING STREET	WC
運隆路	WAN LUNG ROAD	SK
運頭坊	WAN TAU SQUARE	TP
運頭角里	WAN TAU KOK LANE	TP
運頭街	WAN TAU STREET	TP
道風山路	TO FUNG SHAN ROAD	ST
道揚路	DAO YANG ROAD	N
達之路	TAT CHEE AVENUE	SSP
達仁坊	TAT YAN SQUARE	TM
達東路	TAT TUNG ROAD	Is
達洋路	TAT YEUNG ROAD	SSP-K&amp;T
達美路	TAT MEI ROAD	K&amp;T
達康路	TAT HONG AVENUE	SSP
達運道	TAT WAN ROAD	TP
達業里	TAT YIP LANE	ST
達福路	TAT FUK ROAD	TM
達輝徑	TAT FAI PATH	YL
鈞樂里	KWAN LOK LANE	YL
開平道	HOI PING ROAD	WC
開源道	HOI YUEN ROAD	KT
隔田村正街	KAK TIN VILLAGE MAIN STREET	ST
隔田村松林徑	KAK TIN VILLAGE PINE PATH	ST
隔田村南軒路	KAK TIN VILLAGE NAM HIN ROAD	ST
隔田村高街	KAK TIN VILLAGE HIGH STREET	ST
隔田村第二街	KAK TIN VILLAGE 2ND STREET	ST
隔田村第三街	KAK TIN VILLAGE 3RD STREET	ST
隔田村第五街	KAK TIN VILLAGE 5TH STREET	ST
隔田村第六街	KAK TIN VILLAGE 6TH STREET	ST
隔田村第四街	KAK TIN VILLAGE 4TH STREET	ST
隔田街	KAK TIN STREET	ST
隔坑墩路	KAK HANG TUN ROAD	SK
雅竹街	NGA CHUK STREET	WTS
雅息士道	ESSEX CRESCENT	KC
雅翔道	NGA CHEUNG ROAD	YTM
雅運路	NGA WAN ROAD	TP
