aaaa   日照時間
blksb  腳痛醫腳
blrjd  腳踏實地
blrmoh 腳踏兩條船
blykmp 腓力二世
blysto 腓尼基人
bmcbaa 具體問題
bmcbdc 具體地說
bmcbfh 具體勞動
bmcbje 具體做法
bmcbjq 具體安排
bmcbmh 具體而微
bmcbmi 具體要求
bmcbog 具體化起來
bmcboo 具體條件
bmcbqy 具體措施
bmcbyw 具體意見
bmfikt 祭祖大典
bmfikt 祭神大典
bmfmkt 祭天大典
bmfnkt 祭孔大典
bmftom 祭奠儀式
bmjbao 肝膽照人
bmjbda 肝膽相照
bmjbdv 肝腸寸斷
bmjbed 肝腦塗地
bmjbom 肝膽俱裂
bmjbzo 肝膽過人
bmko   月下老人
bmmbo  且歌且舞
bmqafh 冠冕堂皇
bmqtmo 冠蓋雲集
bmqvhb 冠狀動脈
bmqxst 冠絕群芳
bmrbg  且戰且走
bmtt   月下花前
bmvmlk 腰酸背疼
bmvmlk 腰酸背痛
bmvwom 腰果肉丁
bmvxtw 腰纏萬貫
bmzakf 賦閒在家
bnbo   月盈月缺
bnibdg 冤冤相報
bnifrj 冤家路窄
bniocj 冤假錯案
bnkmoz 則有百份之
bnrkpm 膽大包天
bnrkpx 膽大心細
bnrkyi 膽大妄為
bnrnvh 膽小如鼠
bnrrpt 膽戰心驚
bnrwzo 膽略過人
bnrypt 膽顫心驚
bnryzo 膽識過人
bnunng 脆弱不堪
bnze   月色迷濛
boabor 膾炙人口
bocds  部分地區
boehoo 腹笥便便
boelby 腹背受敵
boelgo 腹中塊肉
boerhh 腹足動物
bolt   月入數萬
bookhj 臉帶笑容
boomof 臉面無光
boonth 臉色蒼白
boonxe 臉色紅潤
boots  部會首長
booxbn 臉紅脖子粗
booyof 臉上無光
bosoy  部長會議
botio  部落社會
botm   月缺花殘
bpabxx 脂肪組織
bpafgy 脂粉未施
bpimhd 豹死留皮
bpkbqh 胸部手術
bpkkih 胸有成竹
bpkmrr 胸式呼吸
bpkogi 胸無城府
bpkojh 胸無宿物
bpkokg 胸無大志
bpkoww 胸無點墨
bpkpjw 胸懷故國
bpkpkg 胸懷大志
bpkpst 胸懷磊落
bpkwtn 胸羅萬象
bqdbg  用來用去
bqhma  用兵一時
bqhss  用自己的
bqjnf  用字不當
bqkma  用在一時
bqkmq  用力一打
bqkmq  用力一拍
bqkzi  用力過度
bqlhs  用非所長
bqlhu  用非所學
bqlpd  用盡心機
bqlye  用盡方法
bqmfj  用一當十
bqmgd  用功起來
bqmyl  用功讀書
bqmzd  用武之地
bqmzi  用功過度
bqnbqp 用不用擔心
bqonb  用假陽具
bqoro  用人單位
bqpit  用心良苦
bqqqiq 用手指摩擦
bqsme  用鹽醃漬
bqsqr  用刀指嚇
bqwer  用男演員
bqwhoc 用黑箱作業
bqynf  用詞不當
bqznk  用避孕套
bqzny  用之不竭
bramy  同日而語
braox  同盟條約
brawm  同盟罷工
brbba  同月同日
brbrc  同胞兄弟
brcco  同業公會
brcww  同父異母
brdbh  同來同往
brdtw  同枕共眠
brebm  同溫同壓
breku  同濟大學
breoe  同流合汙
breoe  同流合污
brfdm  同類相殘
brgdld 雕樑畫棟
brglcl 雕蚶鏤蛤
brglnq 雕蟲小技
brgmc  同聲一哭
brgyxp 雕章繢句
brhbc  同行同業
brhrc  同房兄弟
brhsl  同歸於盡
brhte  同舟共濟
brhuk  同等學力
brhum  同等學歷
brhybf 同行是冤家
britd  同床共枕
briwt  同床異夢
brjmx  同軸電纜
brjqi  同室操戈
brkdp  同病相憐
brlkw  同中有異
brmbm  同工同酬
brmbu  同班同學
brmnbm 同工不同酬
brmny  同理可證
brnbds 同不同地區
brnbfm 同不同類型
brnbhc 同不同行業
brnbhi 同不同程度
brnbmm 同不同需要
brnbs  同不同於
brnbv  同名同姓
brnby  同不同意
brnbyw 同不同意見
brnbzy 同不同之處
brobb  同年同月
broob  同化作用
broyp  同仇敵愾
brpbh  同心同德
brpdh  同性相斥
brpjk  同心協力
brpvj  同性戀者
brqtm  同生共死
brqwm  同素異形
brqwmb 同素異形體
brqwp  同素異性
brqwpb 同素異性體
brrbo  同吃同住
brsmo  同屬一人
brttt  同甘共苦
brubz  同出同進
brvbn  同姓同名
brwwc  同母異父
brybh  同文同種
bryon  同旁內角
brzbu  同進同出
brzgs  同步增長
brzlo  同道中人
brzmh  同步電動
brzmhd 同步電動機
brzzh  同步進行
bsdbyf 爭多論少
bsdckh 爭分奪秒
bsddkh 爭權奪利
bsddwm 爭相羅致
bsdgnm 爭執不下
bsdhrm 爭風吃醋
bsdklu 爭奇鬥艷
bsdklu 爭奇鬥豔
bsdlno 爭鬥不休
bsdmyz 爭功諉過
bsdnkh 爭名奪利
bsdnvb 爭強好勝
bsdqmv 爭先恐後
bsdqnm 爭持不下
bsdqny 爭先發言
bsdrno 爭吵不休
bsdsaa 爭取時間
bsdsdj 爭居權者
bsdsed 爭居港權
bsdslm 爭研鬥麗
bsdsyo 爭長競短
bsdsyo 爭長論短
bsdvlb 爭妍鬥勝
bsdvlu 爭妍鬥豔
bsdyno 爭論不休
bsenbg 服務周到
bsenbh 服務體系
bsencs 服務公司
bsendd 服務機構
bsenej 服務滿十年
bsenfy 服務營辦商
bsenha 服務質量
bsenhc 服務行業
bsenhm 服務第一
bsenhq 服務質素
bsenhw 服務範圍
bsenhx 服務系統
bsenii 服務態度
bsenio 服務社會
bsenlp 服務中心
bsenmb 服務項目
bsenor 服務人員
bsensq 服務的提供
bsenvl 服務收費
bsenvo 服務收入
bsenyg 服務市場
bsenyy 服務設施
bseqhk 服毒自殺
bseqhl 服毒自盡
bshbee 膠體溶液
bshdgm 膠柱鼓瑟
bshlhs 膠版印刷
bshmon 膠西丘陵
bshtvi 膠著狀態
bskrd  助力器械
bsmmhh 助理工程師
bsniy  助桀為虐
bsoiv  助人為樂
bsrdky 貂皮大衣
bssbzm 凸多邊形
bssdhs 凸板印刷
bssgg  助長聲勢
bsslhs 凸版印刷
bsxiy  助紂為虐
btbcto 購銷差價
btbhlp 購物中心
btbhyg 購物商場
btccjc 賺錢事業
btcowe 賺人眼淚
btjqbr 胼手胝足
btnnqw 刪除掉了
btobbb 朦朦朧朧
btrjlb 膳宿費用
btrolb 膳食費用
btuitb 岡底斯岡
btuitb 岡底斯岡石
btuvgo 岡巒起伏
btvhoz 罔顧人道
btwckh 貓哭老鼠
btwcqn 貓哭耗子
budas  目標明確
budhm  目標管理
budqoh 目標責任制
bufff  目光炯炯
bufnhh 鷂子翻身
bufoe  目光短淺
bufsh  目光犀利
bufvf  目光如炬
bufvm  目光如豆
bufzk  目光遠大
bujmp  目空一切
bujrr  目定口呆
bujyo  目擊証人
buloo  目中無人
bunaq  目不暇接
bunax  目不暇給
buncw  目不交睫
bundsm 剛板硬正
bunjw  目不轉睛
bunmna 剛正不阿
bunnte 剛柔並濟
bunoi  目不斜視
bunphb 剛愎自用
bunydx 剛毅木納
bunydy 剛毅木訥
bunym  目不識丁
bunyns 剛毅不屈
buoex  目無法紀
buooh  目無全牛
buoso  目使頤令
buots  目無尊長
buqoo  目指氣使
butiz  目前為止
buwiz  目眩神迷
buwka  目眩頭暈
buwrr  目瞪口呆
buzbz  目迎目送
buziw  目蓮救母
bvgmcw 墾丁公園
bviaf  妥為照料
bvijq  妥為安排
bvtjq  妥善安排
bvtjw  妥善安置
bvtym  妥善處理
bvvgzo 臘鼓頻傳
bwbed  腦肝塗地
bwbo   月圓月缺
bwebb  腦滿腸肥
bwhg   月黑風高
bwkbtf 胭脂花粉
bwkee  腦力激盪
bwkfh  腦力勞動
bwohh  腦袋瓜兒
bwohn  腦袋瓜子
bwtv   月圓花好
bxde   月經來潮
bynbbb 骯骯髒髒
byrdbg 貼來貼去
byrdmh 貼地而行
byrdqy 賠本生意
byrhog 貼息貸款
byrhyb 貼身衣服
byrhyh 貼身衣物
byrlfb 貼補家用
byrocj 賠償金額
byroqh 賠償損失
byrwqo 賠了夫人
bysf   月亮的光
bzboh  體貼入微
bzboh  體貼入微
bzbol  體脹係數
bzddd  體格檢查
bzgoj  體壇人士
bzhst  體制改革
bzies  體能測驗
bzijn  體態輕盈
bziyx  體能訓練
bzkfh  體力勞動
bzknj  體力不支
bzkwf  體大思精
bzmgd  體面起來
bznbk  體弱多病
bzojy  體無完膚
bzqzq  體操選手
bzsqe  體驗生活
bzvi   月之女神
bzybr  體育用品
bzyeh  體育活動
bzyfi  體育精神
bzyfiv 體育精神獎
bzyih  體育專科
bzyrd  體育器材
bzyun  體育學院
bzyya  體育新聞
bzyyj  體育競賽
bzyzh  體育運動
bzyzq  體育選手
bzyzy  體膚之親
cahjjh 錫克教徒
caiko  曾參殺人
casi   金門馬祖
cavoa  曾幾何時
cawae  曾母暗沙
caxee  曾經滄海
cayei  曾文水庫
caymc  曾文正公
cayrs  曾議員的
cbbijm 鍋底朝天
cbky   金雞獨立
cbrcey 銅鑼灣站
cbrhcb 銅筋鐵骨
cbrhvn 銅管樂隊
cbrhvr 銅管樂器
cbrlhs 銅版印刷
cbrrao 銅器時代
cbrucs 銅山鐵壁
cbrvcs 銅牆鐵壁
cbsnqn 鋤強扶弱
cbuccs 鋼鐵公司
cbuhee 鋼筋水泥
cbuhei 鋼筋混凝
cbuhei 鋼筋混凝土
cbumeq 鋼琴演奏
cbumjq 鋼琴協奏
cbumjq 鋼琴協奏曲
cbumoq 鋼琴伴奏
cbxd   金雞納樹
cbxm   金雞納霜
cbxy   金雞納鹼
ccbj   金銀財寶
ccbnih 貧賤不能移
ccbqj  貧賤夫妻
cccc   金銀銅鐵
ccdcy  金鐘地鐵站
ccjng  貧富不均
ccjof  貧寒人家
ccjof  貧窮人家
ccjoh  貧寒無告
ccjtv  貧窮落後
ccjwm  貧富懸殊
cckcz  貧病交迫
ccmj   金銀珠寶
ccmlt  貧下中農
ccsh   金銅礦物
ccshs  金銅礦物局
ccti   金錢萬能
cctof  貧苦人家
ccunmn 銳角三角
ccunmn 銳角三角形
ccunnf 銳不可當
ccuyst 銳意改革
ccwds  貧困地區
ccwof  貧困人家
cczy   金錢遊戲
cdan   金榜題名
cdefg  金木水火土
cdfst  業精於勤
cdkas  業有關的
cdme   金權政治
cdmt   金枝玉葉
cdnep  業務水平
cdnor  業務人員
cdnqh  業務素質
cdnxm  業務經理
cdoaa  業餘時間
cdoh   金本位制
cdoov  業餘愛好
cdopj  業餘比賽
cdozq  業餘選手
cdxgh  業績報告
cdydt  業主權益
ceed   金源洋樓
cejtkm 鋒芒太露
cejtoo 鋒芒內斂
cejtwm 鋒芒畢露
cescl  錄取分數
cesnj  錄取名額
cesnr  錄取名單
cesol  錄取人數
ceyyd  錄放音機
cfaa   金光閃閃
cfbdcg 銷來銷去
cfbgsr 銷聲匿跡
cfbmhj 銷項稅額
cfbohh 銷貨毛利
cfbohx 銷售系統
cfboid 銷貨成本
cfbolb 銷售費用
cfbood 銷售價格
cfboqq 銷貨折扣
cfbovo 銷貨收入
cfboyg 銷售市場
cfbozl 銷貨運費
cgdat  鐵樹開花
cgdiic 鐵杵磨成針
cgdkg  鐵板大鼓
cgee   金城湯池
cggg   金塔墳場
cghcy  鐵扇公主
cghjd  鐵血宰相
cghmh  鐵血政策
cghyt  鐵血主義
cghyz  鐵行旅遊
cgmoh  鐵面無私
cgmpb  鐵石心腸
cgqikc 鑄成大錯
cgqmkc 鑄下大錯
cgqop  鐵手無情
cgquje 鑄山煮海
cgrao  鐵器時代
cgrhm  鐵路管理
cgrhms 鐵路管理局
cgrjx  鐵路幹線
cgrsn  鐵路醫院
cgrss  鐵路局長
cgrzj  鐵路運輸
cgsjj  鐵的事實
cgsxh  鐵的紀律
cgwmj  鐵甲武士
cgyvu  鐵證如山
chbjvy 錦囊妙計
chbpxr 錦心繡口
chbwcv 錦田八鄉
chbxeu 錦繡河山
chbxkd 錦繡大地
chbxmh 錦繡二重唱
chbxth 錦繡前程
chbxtw 錦繡花園
chbyet 錦上添花
chbymo 錦衣玉食
chcnvc 頒發獎金
chcnvl 頒發獎牌
chcnvm 頒發獎盃
chcnvr 頒發獎品
chcnvv 頒發獎狀
chcvom 頒獎儀式
chcvti 頒獎典禮
chdhdw 銖積寸累
chdsf  鑽木取火
chgmoh 鍾靈毓秀
chhhn  鑽牛犄角
chhnf  鑽牛角尖
chmh   金科玉律
chmiq  鑽石戒指
chmmc  鑽石項鍊
chmn   金烏玉兔
chmod  鑽天入地
chnfwa 剃光眼眉
chnsis 剃髮為尼
chohnf 鑽入牛角尖
ciacs  公關公司
ciadd  公門桃李
ciajf  公開審判
ciaku  公開大學
ciaqd  公開招標
ciaqg  公開拍賣
ciaqy  公開批評
ciaud  公開出來
ciayz  公開競選
cibhe  公然反對
cibhm  公用程式
cibhq  公然反抗
cibjc  公用事業
cibmtd 鋪天蓋地
cibmw  公用電話
cibnel 鋪張浪費
cibnqm 鋪張揚厲
cibom  公然侮辱
cibpzr 鋪平道路
cibsad 鋪展開來
cicckm 公說公有理
cicgjz 頌聲載道
cicmm  公公正正
cicpp  公公平平
cicqom 頌揚備至
cics   金戈鐵馬
cidcy  公才公望
cidyo  公地放領
ciehl  公海自由
cifda  公家機關
cifdd  公家機構
cifjc  公營事業
cifoc  公營企業
cigho  公報私仇
cihca  公私分明
cihchi 公積金制度
cihcyl 公積金計劃
cihcz  公私交迫
cihdo  公告地價
cihmh  公私兩利
cihmo  公私兩便
cihnc  公私不分
cihod  公告價格
cihof  公私合營
cihth  公私兼顧
cihwa  公筷母匙
ciibnh 錢財乃身
ciidyy 錢櫃雜誌
ciinzi 錢可通神
cijba  公安部門
cijbn  公安部隊
cijbs  公安部長
cijcy  公事公辦
cijda  公安機關
cijhm  公車管理
cijhmy 公車管理處
cijjt  公安幹警
cijod  公定價格
cijor  公安人員
cijor  公教人員
cijor  公教人員
cikee  公布泳灘
cikgd  公有土地
ciknry 公布名單上
ciksee 公布的泳灘
cilbw  公忠體國
cilhu  公費留學
cimmho 公元二千年
cimna  公正不阿
cimoh  公正無私
cimom  公正合理
cimsje 公正的裁決
cimyh  公爾忘私
cimyh  公而忘私
cincp  公不公平
cinmh  公子哥兒
cinmn  公子王孫
cinor  公務人員
cinrbh 公務員體制
cinrbh 公務員體制
cinrh  公務員懲
cinrh  公務員所
cinrno 公務員隊伍
cinrs  公務員的
cinrzo 公務員退休
ciokd  公保大樓
cioonw 公侯伯子男
cioud  公佈出來
cioza  公餘之暇
cipca  公平交易
cipoh  公平無私
cipom  公平合理
cipyb  公平競爭
ciqqo  公爵夫人
cirdh  公民權利
cirho  公民身份
cirjy  公民教育
cirqm  公民投票
cirzy  公路建設
cisdhe 公司來香港
cishr  公司行號
cisjob 公屋輪候冊
cisoh  公屋住戶
cisor  公職人員
cistt  公聽並觀
ciswy  公尺見方
citao  公共關係
citaoh 公共關係科
citby  公共財產
citcz  公共交通
citdd  公共機構
citeh  公益活動
citej  公共汽車
citejy 公共汽車站
citgh  公共場所
citgo  公共場合
cithi  公共秩序
cithm  公共行政
cithq  公共衛生
citht  公共利益
cithw  公共租界
cithw  公共積累
citih  公共廁所
citih  公益廣告
citjc  公共事業
citjc  公益事業
citjo  公共安全
citmh  公共工程
citmh  公共政策
citmi  公共電視
citmw  公共電話
citqo  公共責任
citth  公共藝術
citwlo 公共圖書館
cityy  公共設施
citzh  公共道德
citzy  公共建設
civcok 鋃鐺入獄
ciwgg  公眾墳場
ciwot  公眾假期
ciwyy  公眾諮詢
ciybv  公諸同好
ciyoq  公方代表
ciysn  公立醫院
ciysp  公諸於世
ciyud  公立學校
ciyxv  公證結婚
ciyyy  公設辯護
ciyyyo 公設辯護人
cjcabn 鎮暴部隊
cjcanm 鎮暴隊形
cjcde  針鋒相對
cjcjht 鎮定自若
cjcrko 鎮民大會
cjdim  針刺麻醉
cjnao  針孔照像
cjnaod 針孔照像機
cjql   金字招牌
ckciqt 釜底抽薪
ckesmh 鎩羽而歸
ckhys  父系親屬
ckkrc  父老兄弟
ckkvy  父老鄉親
ckltkr 斧鑿痕跡
cknao  父子關係
ckndo  父子相傳
cknmp  父子天性
cknzp  父子之情
ckoth  父命難從
ckotz  父命難違
ckrwt  父嚴母慈
cktnj  父慈子孝
cktws  父兼母職
ckvao  父女關係
ckvzp  父女之情
ckwoy  父母雙亡
ckwyh  父母親節
ckwzo  父母之命
clbg   金蟬脫殼
clnxk  丫角終老
clvbcp 鏤骨銘心
cmbh   金融體制
cmbh   金融體系
cmda   金融機關
cmdd   金融機構
cmef   金玉滿堂
cmfb   金融類股
cmff   金碧輝煌
cmha   金融風暴
cmhe   金融風波
cmhm   金融管理
cmhms  金融管理局
cmhms  金融管理局
cmhx   金融系統
cmia   金石為開
cmix   金玉良緣
cmiy   金玉良言
cmjc   金融事業
cmjd   金融資本
cmjk   金融寡頭
cmlp   金融中心
cmmw   金元王國
cmnd   金融危機
cmndcg 釘來釘去
cmscsb 鈣鎂磷肥
cmtn   金玉其外
cmyg   金融市場
cnotks 欽差大臣
cnrbcb 銘肌鏤骨
cnrhyd 銘德新村
cnrifo 銘感五內
cnroun 銘傳學院
cnrovn 銘傳女子
cnroyi 銘傳商專
cnrpcb 銘心鏤骨
cnrpyb 銘心刻骨
cnrvv  弟兄姊妹
cnryjh 銘謝惠顧
cnrykp 銘記在心
coaay  八日晚上
coamo  八日下午
coaoi  八時入席
coayo  八日上午
cobjf  八月十五
cocyh  八分音符
cofql  八五規劃
cofta  八五期間
cofyl  八五計劃
cogpeh 錐心泣血
cogpob 錐心蝕骨
cogyjl 錐處囊中
cogyy  八卦雜誌
cohnm  八爪魚球
cohzc  八拜之交
coigvg 鈴聲響起
cojbz  八十多歲
cojev  八七水災
cojje  八字憲法
cojjy  八字真言
cojjz  八十七歲
cojoo  八十年代
cojto  八十萬個
cokha  八大行星
cokjb  八大胡同
coknyj 八九不離十
cokuo  八大山人
comby  八面受敵
comey  八項注意
comih  八面威風
commm  八面玲瓏
comvj  八百壯士
conth  八角茴香
cooze  八仙過海
copfdh 慾火焚身
copooh 慾令智昏
copytg 慾壑難填
corcd  八號分機
corfoh 谷類作物
corhm  八號風球
cortw  八號花園
cosdnm 鎗林彈雨
cosmf  八局下半
cosyf  八局上半
cowsb  八國聯軍
coyjq  八方支援
coyri  八方呼應
cozzr  八達通咭
cpinbb 釣魚用具
cpineh 釣名沽譽
cpingm 釣魚臺列島
cpinim 釣魚台列島
cprdcg 鉤來鉤去
cpremz 鉤深致遠
cprpln 鉤心鬥角
cprtwt 鉤花點葉
cprtwt 鉤花點葉派
cpryqm 鉤玄提要
cpunmn 鈍角三角形
cpuuwm 鈍學累功
cqhvr  鍵盤樂器
cqkmnq 鍥而不捨
crkmoz 卻有百份之
crnny  卻又不是
crobhz 欲購從速
croetg 欲海難填
crojhw 欲窮千里
crojhw 欲窮千里目
croocm 欲仙欲死
croqhk 欲振乏力
croqjx 欲擒故縱
croszw 欲加之罪
crotny 欲蓋彌彰
crowni 欲罷不能
croynz 欲言又止
croyzo 欲語還休
crozbn 欲速則不
crozbn 欲速則不達
croznz 欲速不達
crrocj 鋁合金輪圈
crychh 哭哭笑笑
crycrr 哭哭啼啼
crydcg 哭來哭去
cryhna 哭笑不得
cryimw 哭成一團
cryjtb 哭喪著臉
cryokp 哭個痛快
crywud 哭了出來
cryxi  卻誤繪成
crznt  卻之不恭
csaggw 分時走勢圖
csarf  分門別類
csbng  分贓不均
cschh  分分秒秒
cscoo  分分合合
cscvk  分釵斷帶
csdcg  分來分去
csdf   金屬材料
csdgh  分析報告
csdghl 分析報告書
csdhx  分析系統
csdik  分析能力
csdor  分析儀器
csds   金馬地區
csdsb  分寸已亂
csdsj  分析研究
csdud  分析出來
csfe   金屬光澤
csfih  分類廣告
cshgs  分香賣履
cshhh  分身乏術
cshnt  分秒不差
cshpb  分秒必爭
cshqm  分斤撥兩
cshvm  分段收票
cshzh  分段進行
csidt  分我杯羹
csimw  分床而眠
csimw  分床而睡
csio   金屬腐蝕
csiqi  分庭抗禮
csjda  分支機關
cskym  分頭辦理
csmcz  金屬型鑄造
csmdt  分一杯羹
csmeh  分裂活動
csmez  分而治之
csmhi  分配制度
csmj   金匱石室
csmjo  分工協作
csmjy  分班考試
csmmb  分配原則
csmnc  分配不公
csmnf  分憂解勞
csmnq  分工負責
csmoo  分工合作
csmpo  分配比例
csmq   金屬元素
csmw   金髮碧眼
csmyh  分式方程
csmyt  分裂主義
csned  分不清楚
csnme  分子電流
csnpo  分久必合
csnqh  分子生物
csnqhu 分子生物學
csnxd  分子結構
csnzh  分子運動
csnzhy 分子運動論
csof   金屬貨幣
csomn  分飾兩角
csozj  分內之事
cspcnp 忿忿不平
csqco  分批交貨
csqnn  分生孢子
csqxx  分生組織
csqzh  分批進行
csrb   金屬器皿
csrbs  分別部居
csrqc  分路揚鑣
cssi   金屬礦床
cssm   金屬加工
cssnq  分層負責
cssyjy 分區辦事處
cstad  分散開來
cstef  分散染料
cstfik 鑑賞能力
csthkd 鑑往知來
cstjjy 鑑定考試
cstjo  分期支付
cstog  分期付款
cstoh  分散介質
cstrik 鑑別能力
csttt  分甘共苦
cstv   金屋藏嬌
cstyt  分散主義
csuyc  分崩離兮
csuyd  分崩離析
csvi   金髮女郎
csxef  分級淬火
csxeh  分組活動
csxyy  分組討論
csydp  分詞構句
csyjo  分辨真假
csyno  分文不值
csyns  分文不取
csynt  分毫不差
csyt   金屬主義
csytm  分辨善惡
csyud  分離出來
csyxs  分享經驗
csyyl  分辨是非
cszoj  分進合擊
cszqc  分道揚鑣
ctcoti 鎌倉幕府
cthid  錯失良機
ctjzh  錯字連篇
ctmmmg 鉗形攻勢
ctmrxh 鉗口結舌
ctuob  錯覺作用
ctwnc  錯了又錯
ctwrjy 錨噴支護
ctxhy  錯綜復雜
ctxly  錯綜複雜
ctymu  錯誤百出
ctysc  錯上加錯
cuakm  說得有理
cuamm  說明一下
cuazg  說得過去
cucrr  說說唱唱
cucww  說說罷了
cudcg  說來說去
cudcm  說東說西
cudss  說來聽聽
cudws  說來話長
cudzm  說東道西
cuenm  說法不一
cuewr  說溜了嘴
cugjg  說到做到
cugtq  說到曹操
cugwd  說起話來
cugyg  說走就走
cujds  說真格的
cujks  說實在的
cumnm  說一不二
cumym  說一是一
cuned  說不清楚
cunmg  說不下去
cunud  說不出來
cunur  說不出口
cunyd  說不上來
cunzd  說不過來
cunzg  說不過去
cuoiw  說什麼話
cuoys  說短論長
cuszo  說長道短
cuuwd  說出話來
cuvcm  說好說歹
cuvyv  說好就好
cuwhl  說話算數
cuwhw  說話算話
cuwnc  說了又說
cuwnhl 說話不算數
cuwnhw 說話不算話
cuwyhw 說了就算了
cuynj  說文解字
cvdmec 鑠石流金
cveoe  銀河倒瀉
cvfaa  銀光閃閃
cvhhh  銀行利息
cvhjd  銀行資本
cvhkg  銀行存款
cvhkq  銀行存摺
cvhlb  銀行費用
cvhob  銀行信用
cvhog  銀行借款
cvmil  銀珠冰片
cvmilf 銀珠冰片粉
cvnmg  銀彈攻勢
cvnmh  銀彈政策
cvomy  銀貨兩訖
cvtoo  銀幕偶像
cvvxo  銀婚紀念
cvwcpj 錙銖必較
cvzwc  銀邊眼鏡
cwggqm 鑼鼓振天
cwggrm 鑼鼓喧天
cwgt   金田起義
cwhh   金甲利兵
cydpo  鐘樓怪人
cygyr  鐘鼓齊鳴
cymv   金童玉女
cyrel  鐘鳴漏盡
cyuteb 鏡花水月
cywof  鐘鼎人家
cywud  鐘鼎山林
czadw  交易地點
czahx  交易系統
czaig  交易廣場
