ch,rank,jyutpi,tone
刈,4699,ngaai6,6
吋,4700,cyun3,3
坨,4701,to4,4
塽,4702,song2,2
婺,4703,mou6,6
岬,4704,gaap3,3
嵬,4705,ngai4,4
嶝,4706,dang3,3
忞,4707,man4,4
悖,4708,bui3,3
扊,4709,jim5,5
揆,4710,kwai4,4
揶,4711,je4,4
揅,4712,jin4,4
撣,4713,daan6,6
曷,4714,hot3,3
榛,4715,zeon1,1
樨,4716,sai1,1
洎,4717,gei3,3
涪,4718,fau4,4
溘,4719,hap6,6
犍,4720,gin1,1
猙,4721,zaang1,1
瑕,4722,haa4,4
甑,4723,zang6,6
瘴,4724,zoeng3,3
癙,4725,syu2,2
皴,4726,seon1,1
瞳,4727,tung4,4
碣,4728,kit3,3
禨,4729,gei1,1
篦,4730,bei1,1
糌,4731,zaa1,1
綦,4732,kei4,4
耷,4733,dap1,1
肛,4734,gong1,1
螃,4735,pong4,4
裨,4736,bei1,1
裾,4737,geoi1,1
襏,4738,but6,6
蹋,4739,daap6,6
蹌,4740,coeng1,1
蹶,4741,gwai3,3
輟,4742,zyut3,3
逕,4743,ging3,3
郟,4744,gaap3,3
酊,4745,ding1,1
鈁,4746,fong1,1
銥,4747,ji1,1
銣,4748,jyu4,4
鑾,4749,lyun4,4
鞿,4750,gei1,1
騫,4751,hin1,1
鯊,4752,saa1,1
鯔,4753,zi1,1
鸕,4754,lou4,4
鸞,4755,lyun4,4
亓,4756,kei4,4
仡,4757,gaak3,3
俅,4758,kau4,4
僦,4759,zau6,6
呷,4760,haap3,3
喱,4761,lei1,1
嗇,4762,sik1,1
嘧,4763,mat6,6
噤,4764,gam3,3
夙,4765,suk1,1
娠,4766,san1,1
婧,4767,zing6,6
嫵,4768,mou4,4
幛,4769,zoeng3,3
恚,4770,wai6,6
揄,4771,jyu4,4
枋,4772,fong1,1
栻,4773,cik1,1
殫,4774,daan1,1
氙,4775,saan1,1
汏,4776,daai6,6
洱,4777,ji5,5
潢,4778,wong4,4
潞,4779,lou6,6
煦,4780,heoi2,2
煒,4781,wai5,5
璽,4782,saai2,2
癆,4783,lou4,4
睎,4784,hei1,1
砥,4785,dai2,2
祛,4786,keoi1,1
窠,4787,fo1,1
簪,4788,zaam1,1
緘,4789,gaam1,1
緲,4790,miu5,5
縞,4791,gou2,2
翽,4792,wai3,3
荳,4793,dau6,6
薅,4794,hou1,1
薹,4795,toi4,4
蘄,4796,kei4,4
蜮,4797,wik6,6
詎,4798,geoi6,6
謾,4799,maan4,4
賃,4800,jam6,6
賒,4801,se1,1
蹉,4802,co1,1
遒,4803,cau4,4
鈀,4804,baa1,1
鉍,4805,bei3,3
鏘,4806,coeng1,1
鐃,4807,naau4,4
鑞,4808,laap6,6
闋,4809,kyut3,3
阱,4810,zing6,6
隄,4811,tai4,4
鯗,4812,soeng2,2
鱖,4813,gwai3,3
鱧,4814,lai5,5
鳧,4815,fu4,4
鵠,4816,guk1,1
鶻,4817,gwat1,1
俚,4818,lei5,5
俁,4819,jyu5,5
俛,4820,fu2,2
偃,4821,jin2,2
倏,4822,suk1,1
僬,4823,ziu1,1
冢,4824,cung2,2
厔,4825,zat6,6
嗖,4826,sau1,1
嘁,4827,ci1,1
噘,4828,kyut3,3
圻,4829,kei4,4
婞,4830,hang6,6
嫦,4831,soeng4,4
孑,4832,kit3,3
岷,4833,man4,4
嵒,4834,ngaam4,4
嶙,4835,leon4,4
弭,4836,mai5,5
戢,4837,cap1,1
抉,4838,kyut3,3
挈,4839,kit3,3
捫,4840,mun4,4
昊,4841,hou6,6
梵,4842,faan4,4
棬,4843,hyun1,1
楹,4844,jing4,4
椴,4845,dyun6,6
泯,4846,man5,5
湮,4847,jan1,1
溏,4848,tong4,4
熵,4849,soeng1,1
燿,4850,jiu6,6
爔,4851,hei1,1
牒,4852,dip6,6
狒,4853,fat1,1
猗,4854,ji1,1
獷,4855,gwong2,2
珀,4856,paak3,3
盩,4857,zau1,1
瞇,4858,mei1,1
祲,4859,zam1,1
禕,4860,ji1,1
稗,4861,baai6,6
穹,4862,kung4,4
笥,4863,zi6,6
纘,4864,zyun2,2
羚,4865,ling4,4
腱,4866,gin3,3
莞,4867,gun1,1
葭,4868,gaa1,1
薿,4869,ji5,5
蝠,4870,fuk1,1
螟,4871,ming4,4
褸,4872,lau5,5
覷,4873,ceoi3,3
訄,4874,kau4,4
訑,4875,ji4,4
訢,4876,jan1,1
詰,4877,gat1,1
諛,4878,jyu4,4
謅,4879,zau1,1
踹,4880,caai2,2
蹚,4881,tong2,2
蹺,4882,hiu1,1
軼,4883,jat6,6
郇,4884,seon1,1
醺,4885,fan1,1
鈹,4886,pei1,1
鎘,4887,gaak3,3
隕,4888,wan5,5
霈,4889,pui3,3
頊,4890,guk1,1
駢,4891,pin4,4
駸,4892,cam1,1
鬻,4893,juk6,6
鳲,4894,si1,1
鴝,4895,keoi4,4
鷂,4896,jiu6,6
亟,4897,gik1,1
侗,4898,dung6,6
俑,4899,jung2,2
兗,4900,jin5,5
剜,4901,wun1,1
勦,4902,caau1,1
叱,4903,cik1,1
哿,4904,go2,2
喏,4905,je5,5
婕,4906,zit3,3
屙,4907,o1,1
巽,4908,seon3,3
恪,4909,kok3,3
愜,4910,hip3,3
懺,4911,caam3,3
掱,4912,paa4,4
攄,4913,syu1,1
敖,4914,ngou4,4
晢,4915,sik1,1
榤,4916,git6,6
毽,4917,jin2,2
洮,4918,jiu4,4
煜,4919,juk1,1
犄,4920,gei1,1
狉,4921,pei1,1
猷,4922,jau4,4
玷,4923,dim3,3
琥,4924,fu2,2
琰,4925,jim5,5
璘,4926,leon4,4
疽,4927,zeoi1,1
痱,4928,fai2,2
癲,4929,din1,1
盪,4930,dong6,6
篆,4931,syun6,6
綷,4932,ceoi3,3
綹,4933,lau5,5
緙,4934,kaak1,1
翱,4935,ngou4,4
腴,4936,jyu4,4
莆,4937,fu2,2
蓂,4938,ming4,4
螣,4939,dak6,6
謐,4940,mat6,6
謫,4941,zaak6,6
贐,4942,zeon2,2
趿,4943,saap3,3
郅,4944,zat6,6
郢,4945,cing2,2
鄜,4946,fu1,1
鄴,4947,jip6,6
醵,4948,geoi6,6
錕,4949,gwan1,1
鏤,4950,lau6,6
隤,4951,teoi4,4
雋,4952,syun5,5
颯,4953,saap3,3
鴦,4954,joeng1,1
鵷,4955,jyun1,1
鶵,4956,co4,4
鸚,4957,jing1,1
鼯,4958,ng4,4
俵,4959,biu2,2
傖,4960,caang4,4
儷,4961,lai6,6
冱,4962,wu6,6
呶,4963,naau4,4
咿,4964,ji1,1
啖,4965,gam2,2
啷,4966,long1,1
嘌,4967,piu1,1
圄,4968,jyu5,5
堊,4969,ok3,3
壹,4970,jat1,1
夤,4971,jan4,4
奭,4972,sik1,1
奼,4973,caa3,3
娩,4974,maan5,5
娌,4975,lei5,5
嫚,4976,maan6,6
峴,4977,jin6,6
彿,4978,fat1,1
忻,4979,jan1,1
怏,4980,joeng3,3
怹,4981,taa1,1
捯,4982,dou3,3
搡,4983,song2,2
梩,4984,lei4,4
椽,4985,cyun4,4
歆,4986,jam1,1
毖,4987,bei3,3
氐,4988,dai1,1
泜,4989,ci4,4
浹,4990,gaap3,3
濯,4991,zok6,6
玖,4992,gau2,2
璜,4993,wong4,4
睨,4994,ngai6,6
睽,4995,kwai1,1
碁,4996,kei4,4
秭,4997,zi2,2
稹,4998,zan2,2
筌,4999,cyun4,4
箸,5000,zyu3,3
簟,5001,tim5,5
粲,5002,caan3,3
紆,5003,jyu1,1
絜,5004,git3,3
綬,5005,sau6,6
舂,5006,zung1,1
艄,5007,saau1,1
菽,5008,suk6,6
蓍,5009,si1,1
蓼,5010,liu5,5
蘚,5011,sin2,2
螂,5012,long4,4
蟋,5013,sik1,1
蠣,5014,lai6,6
衋,5015,sik1,1
諤,5016,ngok6,6
趄,5017,zeoi1,1
逋,5018,bou1,1
酹,5019,laai6,6
醱,5020,put3,3
鈽,5021,bou3,3
陟,5022,zik1,1
霾,5023,maai4,4
鞣,5024,jau4,4
鯡,5025,fei1,1
鱸,5026,lou4,4
鷺,5027,lou6,6
麒,5028,kei4,4
齷,5029,aak1,1
龕,5030,ham1,1
仃,5031,ding1,1
佝,5032,kau3,3
叵,5033,po2,2
啜,5034,zyut3,3
啻,5035,ci3,3
嗌,5036,aai3,3
嚏,5037,tai3,3
嚓,5038,caat3,3
嚆,5039,hou1,1
囝,5040,naam4,4
垽,5041,jan6,6
妍,5042,jin4,4
孛,5043,bui6,6
孿,5044,lyun4,4
宓,5045,fuk6,6
宕,5046,dong1,1
寮,5047,liu4,4
嶮,5048,him2,2
忒,5049,tik1,1
怵,5050,zeot1,1
惻,5051,caak1,1
惲,5052,wan6,6
慄,5053,leot6,6
揳,5054,se2,2
擢,5055,zaak6,6
旌,5056,sing1,1
旎,5057,nei5,5
暄,5058,hyun1,1
梜,5059,gaap3,3
槁,5060,gou2,2
橛,5061,gyut6,6
櫧,5062,zyu1,1
沚,5063,zi2,2
牚,5064,caang1,1
狎,5065,haap6,6
玦,5066,kyut3,3
琬,5067,jyun2,2
畚,5068,bun2,2
痘,5069,dau6,6
瞼,5070,gim2,2
砣,5071,to4,4
硜,5072,hang1,1
竽,5073,jyu1,1
筲,5074,saau1,1
箴,5075,zam1,1
篱,5076,lei4,4
籟,5077,laai6,6
紓,5078,syu1,1
縝,5079,zan2,2
羰,5080,tong1,1
耩,5081,gong2,2
芮,5082,jeoi6,6
荏,5083,jam4,4
茳,5084,gong1,1
葺,5085,cap1,1
蒞,5086,lei6,6
蕈,5087,cam5,5
蜎,5088,jyun1,1
蜻,5089,cing1,1
蝤,5090,cau4,4
蝮,5091,fuk1,1
蟀,5092,seot1,1
褓,5093,bou2,2
諳,5094,am1,1
謔,5095,joek6,6
豇,5096,gong1,1
貳,5097,ji6,6
跚,5098,saan1,1
踮,5099,dim3,3
躕,5100,cyu1,1
邇,5101,ji5,5
鄣,5102,zoeng1,1
鋦,5103,guk1,1
閾,5104,wik6,6
顴,5105,kyun4,4
颼,5106,sau1,1
髀,5107,bei2,2
髻,5108,gai3,3
鬈,5109,kyun4,4
鮫,5110,gaau1,1
鯛,5111,diu1,1
鰷,5112,tiu4,4
麝,5113,se6,6
黿,5114,jyun4,4
鼐,5115,naai5,5
鼷,5116,hai4,4
齲,5117,geoi2,2
丌,5118,gei1,1
乂,5119,ngaai6,6
仄,5120,zak1,1
仨,5121,saam1,1
佶,5122,gat1,1
俎,5123,zo2,2
倣,5124,fong2,2
剮,5125,waa2,2
哅,5126,hung1,1
唰,5127,caat3,3
嚚,5128,ngan4,4
塥,5129,gaak3,3
姒,5130,ci5,5
姦,5131,gaan1,1
嬪,5132,ban3,3
孀,5133,soeng1,1
嶽,5134,ngok6,6
徠,5135,loi4,4
戾,5136,leoi6,6
掎,5137,gei2,2
摜,5138,gwaan3,3
攛,5139,cyun3,3
椏,5140,aa1,1
樾,5141,jyut6,6
檁,5142,lam5,5
歟,5143,jyu4,4
氄,5144,jung5,5
涔,5145,sam4,4
浣,5146,wun2,2
溦,5147,mei4,4
潯,5148,cam4,4
濡,5149,jyu4,4
瀍,5150,cin4,4
煇,5151,fai1,1
煲,5152,bou1,1
牠,5153,taa1,1
牯,5154,gu2,2
犖,5155,lok3,3
瑭,5156,tong4,4
痂,5157,gaa1,1
痣,5158,zi3,3
盹,5159,deon6,6
硎,5160,jing4,4
磎,5161,kai1,1
磬,5162,hing3,3
穨,5163,teoi4,4
笭,5164,ling4,4
笸,5165,po2,2
筧,5166,gaan2,2
筱,5167,siu2,2
緶,5168,pin4,4
耬,5169,lau4,4
胤,5170,jan6,6
舫,5171,fong2,2
蔾,5172,lai4,4
薰,5173,fan1,1
蛐,5174,kuk1,1
蟠,5175,faan4,4
袼,5176,gok3,3
觺,5177,ji4,4
詡,5178,heoi2,2
諍,5179,zaang1,1
蹊,5180,hai4,4
蹣,5181,mun4,4
躋,5182,zai1,1
逖,5183,tik1,1
錒,5184,aa1,1
鑱,5185,caam4,4
霨,5186,wai3,3
颶,5187,geoi6,6
颸,5188,si1,1
馗,5189,kwai4,4
鮆,5190,cai5,5
鯀,5191,gwan2,2
鰹,5192,gin1,1
鱔,5193,sin5,5
鷦,5194,ziu1,1
齮,5195,ji2,2
佤,5196,ngaa5,5
佻,5197,tiu1,1
倢,5198,zip3,3
偈,5199,gai2,2
僭,5200,cim3,3
剕,5201,fei6,6
呎,5202,cek3,3
咻,5203,jau1,1
咭,5204,kaat1,1
嗥,5205,hou4,4
嗊,5206,gung3,3
嗄,5207,aa2,2
嚲,5208,do2,2
垌,5209,dung6,6
壅,5210,jung1,1
壚,5211,lou4,4
妯,5212,suk6,6
宬,5213,sing4,4
崍,5214,loi4,4
崦,5215,jim1,1
庠,5216,coeng4,4
廛,5217,cin4,4
廩,5218,lam5,5
忣,5219,gap1,1
惇,5220,deon1,1
愊,5221,bik1,1
戛,5222,aat3,3
搽,5223,caa4,4
擘,5224,maak3,3
擯,5225,ban3,3
曖,5226,oi2,2
杓,5227,soek3,3
柩,5228,gau6,6
柚,5229,jau2,2
柘,5230,ze3,3
楮,5231,cyu2,2
楂,5232,caa4,4
槤,5233,lin4,4
橐,5234,tok3,3
淼,5235,miu5,5
溽,5236,juk6,6
漯,5237,leoi5,5
漭,5238,mong5,5
潏,5239,gyut3,3
濜,5240,zeon6,6
烝,5241,zing1,1
爿,5242,baan2,2
玀,5243,lo4,4
皈,5244,gwai1,1
眄,5245,min5,5
磯,5246,gei1,1
礄,5247,kiu4,4
稔,5248,nam5,5
糴,5249,dek6,6
緡,5250,fan1,1
縉,5251,zeon3,3
縚,5252,tou1,1
耔,5253,zi2,2
胔,5254,ci1,1
苫,5255,sim1,1
菂,5256,dik1,1
薈,5257,kui2,2
藎,5258,zeon2,2
蛄,5259,gu1,1
蛔,5260,wui4,4
螻,5261,lau4,4
蟄,5262,zat6,6
袤,5263,mau6,6
訃,5264,fu6,6
豕,5265,ci2,2
貤,5266,ji4,4
賁,5267,ban1,1
輓,5268,waan5,5
轇,5269,gaau1,1
遛,5270,lau4,4
遴,5271,leon4,4
鄖,5272,wan4,4
鈸,5273,bat6,6
鉉,5274,jyun5,5
銃,5275,cung3,3
鑭,5276,laan4,4
閶,5277,coeng1,1
闇,5278,am2,2
頡,5279,git3,3
頦,5280,hoi4,4
駟,5281,si3,3
驪,5282,lei4,4
骫,5283,wai2,2
髧,5284,daam6,6
髭,5285,zi1,1
鮭,5286,gwai1,1
鮞,5287,ji4,4
鰩,5288,jiu4,4
鱷,5289,ngok6,6
鳶,5290,jyun1,1
麾,5291,fai1,1
丕,5292,pei1,1
偌,5293,je6,6
啕,5294,tou4,4
啐,5295,ceoi3,3
喁,5296,jung4,4
嘵,5297,hiu1,1
囿,5298,jau6,6
圉,5299,jyu5,5
埭,5300,dai6,6
墁,5301,maan6,6
婀,5302,o1,1
嶂,5303,zoeng3,3
帑,5304,nou4,4
帩,5305,ciu3,3
幡,5306,faan1,1
忑,5307,tik1,1
怛,5308,daat3,3
慍,5309,wan3,3
愾,5310,koi3,3
懵,5311,mung2,2
搆,5312,gau3,3
撳,5313,gam6,6
斠,5314,gaau3,3
柃,5315,ling4,4
栲,5316,haau2,2
栒,5317,ceon4,4
梮,5318,guk6,6
楸,5319,cau1,1
涿,5320,doek3,3
湟,5321,wong4,4
滂,5322,pong1,1
潸,5323,saan1,1
灄,5324,sip3,3
炆,5325,man1,1
焗,5326,guk6,6
珙,5327,gung2,2
瑀,5328,jyu5,5
瓿,5329,pau2,2
痔,5330,zi6,6
痍,5331,ji4,4
睏,5332,kwan3,3
睢,5333,seoi1,1
睿,5334,jeoi6,6
瞠,5335,caang1,1
碚,5336,pui5,5
磔,5337,zaak6,6
礱,5338,lung4,4
竦,5339,sung2,2
笊,5340,zaau3,3
箜,5341,hung1,1
篋,5342,haap6,6
篘,5343,cau1,1
粔,5344,geoi6,6
紺,5345,gam3,3
緇,5346,zi1,1
綝,5347,sam1,1
縵,5348,maan6,6
罈,5349,taam4,4
罦,5350,fau4,4
羑,5351,jau5,5
翮,5352,gaak3,3
脩,5353,sau1,1
舲,5354,ling4,4
艚,5355,cou4,4
芣,5356,fau4,4
芼,5357,mou4,4
苡,5358,ji5,5
莓,5359,mui4,4
堇,5360,gan2,2
葑,5361,fung1,1
蓽,5362,bat1,1
藪,5363,sau2,2
蘢,5364,lung4,4
藿,5365,fok3,3
蜉,5366,fau4,4
蟓,5367,zoeng6,6
蟾,5368,sim4,4
蟶,5369,cing1,1
蠲,5370,gyun1,1
裲,5371,loeng5,5
訌,5372,hung3,3
訏,5373,heoi1,1
蹴,5374,cuk1,1
躉,5375,dan2,2
軫,5376,zan2,2
逵,5377,kwai4,4
鄠,5378,wu6,6
鈮,5379,nei4,4
鏜,5380,tong1,1
鏖,5381,ngou4,4
鐫,5382,syun6,6
閆,5383,jim4,4
雝,5384,jung1,1
霽,5385,zai3,3
靚,5386,leng3,3
顒,5387,jung4,4
鯤,5388,gwan1,1
鰨,5389,taap3,3
鰼,5390,zaap6,6
鱘,5391,cam4,4
鼙,5392,pei4,4
齜,5393,zi1,1
仳,5394,pei2,2
伾,5395,pei1,1
俶,5396,cuk1,1
傒,5397,hai4,4
僮,5398,tung4,4
儂,5399,nung4,4
儴,5400,joeng4,4
刖,5401,jyut6,6
剴,5402,hoi2,2
剽,5403,piu5,5
匋,5404,tou4,4
卞,5405,bin6,6
嗑,5406,haap3,3
噀,5407,seon3,3
囫,5408,fat1,1
垸,5409,jyun4,4
堠,5410,hau6,6
姘,5411,ping1,1
姣,5412,haau4,4
婭,5413,aa3,3
孬,5414,bou2,2
孱,5415,caan3,3
崴,5416,wai1,1
嵋,5417,mei4,4
嶸,5418,jing4,4
弒,5419,si3,3
忪,5420,sung1,1
忐,5421,taan2,2
慼,5422,cik1,1
抈,5423,jyut6,6
挶,5424,guk6,6
掽,5425,pung3,3
掮,5426,kin4,4
撏,5427,cam4,4
斕,5428,laan4,4
旐,5429,siu6,6
昳,5430,dit6,6
朮,5431,seot6,6
柢,5432,dai2,2
枵,5433,hiu1,1
梲,5434,zyut3,3
楝,5435,lin6,6
榫,5436,seon2,2
橇,5437,ceoi3,3
檣,5438,coeng4,4
欷,5439,hei1,1
殄,5440,can2,2
殮,5441,lim6,6
汊,5442,caa1,1
泅,5443,cau4,4
洹,5444,jyun4,4
浡,5445,but6,6
浯,5446,ng4,4
淯,5447,juk6,6
浞,5448,zok6,6
溟,5449,ming4,4
潲,5450,saau3,3
濮,5451,buk6,6
煬,5452,joeng4,4
犒,5453,hou3,3
獍,5454,ging3,3
獾,5455,fun1,1
玳,5456,doi6,6
珌,5457,bit1,1
璐,5458,lou6,6
町,5459,ting2,2
畬,5460,jyu4,4
疢,5461,can2,2
痧,5462,saa1,1
癇,5463,haan4,4
皙,5464,sik1,1
皭,5465,ziu3,3
睒,5466,sim2,2
睚,5467,ngaai4,4
瞽,5468,gu2,2
秈,5469,sin1,1
秣,5470,mut3,3
穊,5471,gei3,3
窈,5472,jiu2,2
窕,5473,diu6,6
籐,5474,tang4,4
糲,5475,lai6,6
紵,5476,cyu5,5
綑,5477,kwan2,2
繾,5478,hin2,2
耒,5479,leoi6,6
脰,5480,dau6,6
腒,5481,geoi1,1
膈,5482,gaak3,3
臚,5483,lou4,4
臾,5484,jyu4,4
艤,5485,ngai5,5
荑,5486,ji4,4
荇,5487,hang6,6
菹,5488,zeoi1,1
萏,5489,daam6,6
葚,5490,sam6,6
蓓,5491,bui3,3
蔻,5492,kau3,3
薏,5493,ji3,3
蚱,5494,zaa3,3
蜃,5495,san4,4
蝌,5496,fo1,1
蝜,5497,fu6,6
螫,5498,cik1,1
蟥,5499,wong4,4
裼,5500,sik3,3
覿,5501,dik6,6
誆,5502,hong1,1
誑,5503,gwong2,2
諂,5504,cim2,2
讕,5505,laan2,2
讞,5506,jin6,6
豳,5507,ban1,1
豸,5508,zaai6,6
趵,5509,paau3,3
跎,5510,to4,4
跛,5511,bai1,1
踫,5512,pung3,3
踟,5513,ci4,4
軔,5514,jan6,6
軑,5515,daai6,6
輦,5516,lin5,5
轗,5517,ham2,2
逅,5518,hau6,6
郯,5519,taam4,4
鄘,5520,jung4,4
銪,5521,jau5,5
閬,5522,long5,5
靰,5523,wu1,1
顓,5524,zyun1,1
餳,5525,cing4,4
駘,5526,toi4,4
騤,5527,kwai4,4
驍,5528,hiu1,1
髏,5529,lau4,4
髑,5530,duk6,6
鮐,5531,toi4,4
鱺,5532,lei4,4
黠,5533,hat6,6
鼫,5534,sek6,6
龠,5535,joek6,6
仉,5536,zoeng2,2
佉,5537,keoi1,1
佟,5538,tung4,4
侂,5539,tok3,3
倀,5540,coeng1,1
僉,5541,cim1,1
僖,5542,hei1,1
儈,5543,kui2,2
儋,5544,daam1,1
刎,5545,man5,5
勍,5546,king4,4
厝,5547,cou3,3
叻,5548,lek1,1
啵,5549,bo1,1
嗉,5550,sou3,3
噲,5551,faai3,3
嚅,5552,jyu4,4
嚳,5553,guk1,1
囁,5554,zip3,3
囹,5555,ling4,4
垞,5556,caa4,4
堞,5557,dip6,6
塋,5558,jing4,4
墬,5559,dei6,6
媵,5560,jing6,6
嫠,5561,lei4,4
孳,5562,zi1,1
宥,5563,jau6,6
尕,5564,gaa1,1
峋,5565,seon1,1
崢,5566,zaang1,1
嶓,5567,bo1,1
幃,5568,wai4,4
忤,5569,ng5,5
恂,5570,seon1,1
慇,5571,jan1,1
懍,5572,lam5,5
戇,5573,ngong6,6
戕,5574,coeng4,4
抃,5575,bin6,6
挂,5576,gwaa3,3
捽,5577,cyut3,3
摠,5578,zung2,2
斿,5579,jau4,4
旮,5580,go1,1
暌,5581,kwai4,4
暠,5582,gou2,2
杼,5583,cyu5,5
杻,5584,cau2,2
柺,5585,gwaai2,2
桼,5586,cat1,1
椑,5587,bei1,1
槃,5588,pun4,4
榰,5589,zi1,1
榍,5590,sit3,3
榿,5591,hei1,1
榥,5592,fong2,2
橦,5593,cong4,4
檉,5594,cing1,1
櫂,5595,zaau6,6
欞,5596,ling4,4
氂,5597,mou4,4
氅,5598,cong2,2
氆,5599,pou2,2
汙,5600,wu1,1
泃,5601,gau1,1
洺,5602,ming4,4
涊,5603,nin5,5
淝,5604,fei4,4
淴,5605,fat1,1
湎,5606,min5,5
渢,5607,fung1,1
濉,5608,seoi1,1
瀨,5609,laai6,6
烜,5610,hyun1,1
牖,5611,jau5,5
牴,5612,dai2,2
狙,5613,zeoi1,1
狷,5614,gyun1,1
獺,5615,caat3,3
玠,5616,gaai3,3
珣,5617,seon1,1
琯,5618,gun2,2
琨,5619,gwan1,1
琖,5620,zaan1,1
璣,5621,gei1,1
璪,5622,zou2,2
疋,5623,ngaa5,5
疌,5624,zit3,3
疝,5625,saan3,3
痳,5626,lam4,4
瘌,5627,laat3,3
瘸,5628,ke4,4
癰,5629,jung1,1
瞵,5630,leon4,4
矬,5631,co4,4
稃,5632,fau4,4
稙,5633,zik6,6
笢,5634,man4,4
箬,5635,joek6,6
簋,5636,gwai2,2
篳,5637,bat1,1
糨,5638,goeng6,6
紇,5639,gat1,1
絖,5640,fong3,3
綰,5641,waan2,2
綪,5642,sin3,3
緗,5643,soeng1,1
纈,5644,kit3,3
罄,5645,hing3,3
翕,5646,jap1,1
耖,5647,caau2,2
肓,5648,fong1,1
腓,5649,fei4,4
臏,5650,ban3,3
苒,5651,jim5,5
莒,5652,geoi2,2
莨,5653,loeng4,4
莪,5654,ngo4,4
菰,5655,gu1,1
蕻,5656,hung4,4
虢,5657,gwik1,1
蚍,5658,pei4,4
蛉,5659,ling4,4
蛺,5660,gaap3,3
袂,5661,mai6,6
袗,5662,can2,2
袈,5663,gaa1,1
裟,5664,saa1,1
覂,5665,fun1,1
覦,5666,jyu4,4
訐,5667,kit3,3
謖,5668,suk1,1
讖,5669,caam3,3
趲,5670,zaan2,2
跖,5671,zek3,3
踅,5672,cit3,3
蹁,5673,pin4,4
蹓,5674,lau4,4
蹢,5675,dik1,1
蹼,5676,buk6,6
遑,5677,wong4,4
邈,5678,miu5,5
邕,5679,jung1,1
釃,5680,si1,1
釅,5681,jim6,6
銍,5682,zat6,6
銦,5683,jan1,1
錞,5684,deoi6,6
鎰,5685,jat6,6
鎦,5686,lau4,4
鏌,5687,mok6,6
鐓,5688,deoi6,6
鐙,5689,dang1,1
陔,5690,goi1,1
雒,5691,lok3,3
靽,5692,bun3,3
韍,5693,fat1,1
顳,5694,nip6,6
餈,5695,ci4,4
餕,5696,zeon3,3
餬,5697,wu4,4
騏,5698,kei4,4
骷,5699,fu1,1
鬲,5700,gaak3,3
魆,5701,fat1,1
鯧,5702,coeng1,1
鰍,5703,cau1,1
鰶,5704,man5,5
佞,5705,ning6,6
傴,5706,jyu2,2
儵,5707,suk1,1
勣,5708,zik1,1
厂,5709,cong2,2
唏,5710,hei1,1
喤,5711,wong4,4
嗲,5712,de1,1
囀,5713,zyun2,2
囈,5714,ngai6,6
囉,5715,lo1,1
埴,5716,zik6,6
埡,5717,aa3,3
埼,5718,kei4,4
堝,5719,wo1,1
堙,5720,jan1,1
塒,5721,si4,4
墈,5722,ham3,3
壙,5723,kwong3,3
姞,5724,gat1,1
嬈,5725,jiu4,4
宧,5726,ji4,4
岫,5727,zau6,6
帙,5728,dit6,6
幄,5729,ak1,1
庖,5730,paau4,4
彘,5731,zi6,6
徉,5732,joeng4,4
怊,5733,ciu1,1
悌,5734,dai6,6
悽,5735,cai1,1
愆,5736,hin1,1
慵,5737,jung4,4
戽,5738,fu3,3
扑,5739,pok3,3
摁,5740,on3,3
摺,5741,zip3,3
摽,5742,piu1,1
擷,5743,git3,3
擼,5744,lou5,5
攖,5745,jing1,1
敓,5746,dyut6,6
桴,5747,fu1,1
梏,5748,guk1,1
梖,5749,bui3,3
棪,5750,jim5,5
椐,5751,geoi1,1
椹,5752,sam6,6
欒,5753,lyun4,4
歎,5754,taan3,3
殞,5755,wan5,5
沆,5756,hong4,4
沔,5757,min5,5
泔,5758,gam1,1
洳,5759,jyu5,5
洚,5760,gong3,3
洇,5761,jan1,1
溈,5762,gwai1,1
澉,5763,gam2,2
澴,5764,waan4,4
瀦,5765,zyu1,1
瀲,5766,lim6,6
灊,5767,cam4,4
炱,5768,toi4,4
焜,5769,gwan1,1
燏,5770,wat6,6
犰,5771,kau4,4
獬,5772,haai5,5
珞,5773,lok3,3
璟,5774,ging2,2
璦,5775,ngoi3,3
璵,5776,jyu4,4
瓖,5777,soeng1,1
甪,5778,luk6,6
畎,5779,hyun2,2
瘊,5780,hau4,4
盍,5781,hap6,6
矓,5782,lung4,4
硤,5783,gip3,3
礧,5784,leoi5,5
窳,5785,jyu5,5
笱,5786,gau2,2
篁,5787,wong4,4
糅,5788,jau2,2
糗,5789,cau3,3
縑,5790,gim1,1
縻,5791,mei4,4
羯,5792,kit3,3
羸,5793,leoi4,4
腧,5794,syu6,6
臑,5795,ji4,4
舋,5796,jan3,3
舢,5797,saan1,1
舡,5798,gong1,1
舸,5799,go2,2
艴,5800,fat1,1
苣,5801,geoi6,6
茱,5802,zyu1,1
茞,5803,coi2,2
莙,5804,gwan1,1
菟,5805,tou3,3
葩,5806,baa1,1
蓴,5807,seon4,4
蕺,5808,cap1,1
蘘,5809,joeng4,4
蘼,5810,mei4,4
蝻,5811,naam4,4
褊,5812,bin2,2
褫,5813,ci2,2
褡,5814,daap3,3
襆,5815,buk6,6
覡,5816,hat6,6
訖,5817,gat1,1
詮,5818,cyun4,4
詬,5819,gau3,3
謄,5820,tang4,4
譆,5821,hei1,1
豚,5822,tyun4,4
賚,5823,loi6,6
赧,5824,naan5,5
趔,5825,lit6,6
跕,5826,cip3,3
蹍,5827,nin5,5
蹇,5828,gin2,2
