rank,jyutpi,ch
4304,biu1  ,瀌 
4305,seoi6 ,燧 
4306,pik1  ,甓 
4307,hap6  ,瞌 
4308,zuk1  ,矚 
4309,bai3  ,箅 
4310,jik6  ,翌 
4311,jin6  ,莧 
4312,kiu4  ,蕎 
4313,gwan2 ,袞 
4314,cyu2  ,褚 
4315,zi1   ,貲 
4316,waa5  ,踝 
4317,dung2 ,踵 
4318,juk6  ,鈺 
4319,sin3  ,霰 
4320,tou1  ,韜 
4321,si4   ,鰣 
4322,gau1  ,鳩 
4323,au1   ,鷗 
4324,zyu2  ,麈 
4325,hon4  ,鼾 
4326,hat6  ,搳 
4327,sau2  ,擻 
4328,cik1  ,敕 
4329,gau2  ,枸 
4330,zit1  ,櫛 
4331,gun3  ,涫 
4332,mei4  ,湄 
4333,leot6 ,溧 
4334,bat1  ,潷 
4335,coeng3,瑒 
4336,laai3 ,癩 
4337,mit6  ,篾 
4338,ji1   ,繄 
4339,biu1  ,膘 
4340,jing1 ,膺 
4341,hit3  ,蠍 
4342,hok6  ,貉 
4343,lik1  ,轢 
4344,bo3   ,鄱 
4345,kei4  ,頎 
4346,neoi5 ,餒 
4347,cing2 ,騁 
4348,hon2  ,侃 
4349,jit3  ,噎 
4350,sim4  ,嬋 
4351,kek6  ,屐 
4352,fui1  ,悝 
4353,baai1 ,掰 
4354,zaan6 ,攥 
4355,jin5  ,晛 
4356,wun4  ,桓 
4357,ceoi4 ,槌 
4358,ban1  ,檳 
4359,cai1  ,沏 
4360,lin4  ,漣 
4361,wui6  ,燴 
4362,kau4  ,璆 
4363,ung3  ,瓮 
4364,gau3  ,疚 
4365,taan2 ,疸 
4366,jing2 ,癭 
4367,gaau2 ,皎 
4368,mau4  ,眸 
4369,lai6  ,礪 
4370,mau4  ,繆 
4371,jyun4 ,芫 
4372,jyu4  ,茹 
4373,fan1  ,葷 
4374,si4   ,蒔 
4375,zi1   ,蜘 
4376,kyun4 ,蜷 
4377,wai6  ,蝟 
4378,daan1 ,襌 
4379,soeng1,觴 
4380,haa4  ,遐 
4381,kung4 ,邛 
4382,kwong3,鄺 
4383,jyut3 ,釔 
4384,cyun4 ,銓 
4385,lik1  ,靂 
4386,ngok6 ,顎 
4387,keoi1 ,駒 
4388,leng4 ,鯪 
4389,zau6  ,鷲 
4390,jan6  ,仞 
4391,ging2 ,儆 
4392,lit6  ,冽 
4393,laat6 ,剌 
4394,ze1   ,嗟 
4395,ci1   ,嗤 
4396,can1  ,嗔 
4397,mak1  ,嘜 
4398,ging1 ,惊 
4399,sou3  ,愫 
4400,jau4  ,攸 
4401,bai6  ,敝 
4402,fei2  ,斐 
4403,man4  ,旻 
4404,git6  ,桀 
4405,zip3  ,楫 
4406,leoi3 ,櫚 
4407,zik6  ,汐 
4408,wan4  ,沄 
4409,jin4  ,涎 
4410,tang4 ,滕 
4411,duk6  ,牘 
4412,duk6  ,犢 
4413,him2  ,玁 
4414,hang4 ,珩 
4415,sam1  ,琛 
4416,nong4 ,瓤 
4417,zi1   ,祗 
4418,fo1   ,稞 
4419,tiu3  ,糶 
4420,jyun4 ,紈 
4421,sou1  ,繅 
4422,zin2  ,翦 
4423,hok6  ,翯 
4424,ji4   ,胰 
4425,zat6  ,蒺 
4426,gung1 ,蚣 
4427,caam4 ,蚕 
4428,bin1  ,蝙 
4429,sit3  ,褻 
4430,bit6  ,蹩 
4431,seoi4 ,陲 
4432,min5  ,靦 
4433,doi6  ,黛 
4434,zau6  ,冑 
4435,gei1  ,剞 
4436,zyut1 ,剟 
4437,sap1  ,咂 
4438,ak1   ,喔 
4439,fui3  ,喙 
4440,ngok3 ,噩 
4441,coeng1,娼 
4442,jyu5  ,庾 
4443,nau2  ,忸 
4444,sung2 ,悚 
4445,hang5 ,悻 
4446,mou5  ,憮 
4447,jap1  ,挹 
4448,guk1  ,掬 
4449,kau1  ,摳 
4450,ciu4  ,晁 
4451,zi1   ,梔 
4452,hiu1  ,梟 
4453,bin6  ,汴 
4454,tim4  ,湉 
4455,jyun4 ,炫 
4456,au1   ,甌 
4457,tin4  ,畋 
4458,pun4  ,磐 
4459,coi4  ,纔 
4460,gaap3 ,胛 
4461,sou1  ,臊 
4462,cai4  ,薺 
4463,ceoi1 ,蛆 
4464,ng4   ,蜈 
4465,zyu3  ,註 
4466,wai2  ,諉 
4467,caai4 ,豺 
4468,suk1  ,蹜 
4469,lou4  ,轤 
4470,sam1  ,郴 
4471,pou2  ,鐠 
4472,saan1 ,閂 
4473,bou1  ,餔 
4474,ngok6 ,齶 
4475,si6   ,剚 
4476,zi2   ,咫 
4477,ngou1 ,嗷 
4478,so1   ,娑 
4479,fu1   ,幠 
4480,fei1  ,扉 
4481,bing2 ,摒 
4482,gwat1 ,汩 
4483,seon1 ,洵 
4484,gyun1 ,涓 
4485,wai4  ,湋 
4486,wai6  ,潓 
4487,jing4 ,瀛 
4488,jim6  ,焱 
4489,ming4 ,瞑 
4490,gok3  ,硌 
4491,dang3 ,磴 
4492,gwik1 ,綌 
4493,fei1  ,緋 
4494,coek3 ,芍 
4495,wo1   ,萵 
4496,wai6  ,蕙 
4497,hou4  ,蠔 
4498,gu2   ,蠱 
4499,waan6 ,豢 
4500,diu1  ,貂 
4501,jyun4 ,轅 
4502,kim4  ,鈐 
4503,hat6  ,閡 
4504,soeng1,驤 
4505,taa4  ,佗 
4506,ji4   ,傣 
4507,hip6  ,勰 
4508,zaa1  ,吒 
4509,leon6 ,吝 
4510,pei1  ,呸 
4511,haam4 ,啣 
4512,zau1  ,啾 
4513,kam4  ,噙 
4514,ang1  ,嚶 
4515,doi6  ,岱 
4516,kai1  ,嵇 
4517,cyun2 ,忖 
4518,nik1  ,昵 
4519,deon6 ,沌 
4520,loi4  ,淶 
4521,zoeng1,漳 
4522,zeon6 ,燼 
4523,jyun4 ,爰 
4524,caan3 ,璨 
4525,cyun4 ,痊 
4526,hou6  ,皓 
4527,ham3  ,瞰 
4528,dyun3 ,碫 
4529,zi2   ,祉 
4530,guk1  ,穀 
4531,jiu2  ,窅 
4532,gang1 ,粳 
4533,piu1  ,縹 
4534,jyut6 ,聿 
4535,kau5  ,臼 
4536,zou2  ,蚤 
4537,sik1  ,蜥 
4538,jam5  ,衽 
4539,gu2   ,詁 
4540,gou3  ,誥 
4541,pei4  ,郫 
4542,pok3  ,釙 
4543,jyut6 ,鉞 
4544,leoi4 ,閭 
4545,ji1   ,黟 
4546,jin2  ,鼴 
4547,jat6  ,佚 
4548,paai4 ,俳 
4549,baak6 ,匐 
4550,haai6 ,嗐 
4551,jyu4  ,孺 
4552,cong3 ,愴 
4553,ling1 ,拎 
4554,can2  ,抻 
4555,gaa2  ,斝 
4556,cyu5  ,杵 
4557,lik1  ,櫟 
4558,joeng1,泱 
4559,pei1  ,砒 
4560,bei2  ,秕 
4561,ji4   ,簃 
4562,jam4  ,紝 
4563,gaau1 ,茭 
4564,sau1  ,蒐 
4565,leon6 ,藺 
4566,au1   ,謳 
4567,caam4 ,讒 
4568,cuk1  ,蹙 
4569,leon6 ,躪 
4570,dai2  ,邸 
4571,jin2  ,郾 
4572,daan1 ,鄲 
4573,tong4 ,醣 
4574,hang1 ,鏗 
4575,haam2 ,闞 
4576,gap3  ,頜 
4577,bit3  ,鱉 
4578,cyun5 ,鱒 
4579,taan2 ,亶 
4580,wui1  ,偎 
4581,cing1 ,偁 
4582,caan2 ,剷 
4583,jo1   ,唷 
4584,wai2  ,喟 
4585,hou4  ,嚎 
4586,bei2  ,媲 
4587,san4  ,宸 
4588,kyut3 ,撅 
4589,ze6   ,榭 
4590,kap1  ,歙 
4591,zeoi2 ,沮 
4592,daap6 ,沓 
4593,hei1  ,浠 
4594,zyu2  ,渚 
4595,liu2  ,潦 
4596,pik1  ,澼 
4597,jap1  ,熤 
4598,fan1  ,燻 
4599,cyut3 ,猝 
4600,dik1  ,玓 
4601,o1    ,珂 
4602,ceoi1 ,璀 
4603,lung4 ,瓏 
4604,faan3 ,畈 
4605,joek6 ,瘧 
4606,baan1 ,瘢 
4607,gwai3 ,癸 
4608,bok3  ,礡 
4609,wu2   ,祜 
4610,seoi6 ,祟 
4611,zyut3 ,絀 
4612,jau4  ,繇 
4613,mong5 ,罔 
4614,kwaa3 ,胯 
4615,zi2   ,芷 
4616,sai1  ,茜 
4617,bei1  ,蓖 
4618,sik1  ,軾 
4619,ham4  ,邯 
4620,tou2  ,釷 
4621,zyu1  ,銖 
4622,gou3  ,鋯 
4623,si1   ,鍶 
4624,hoi2  ,鎧 
4625,soek3 ,鑠 
4626,hap6  ,闔 
4627,bei6  ,鞁 
4628,wan3  ,韞 
4629,ham5  ,頷 
4630,zaan6 ,饌 
4631,nim4  ,鯰 
4632,jyun1 ,鴛 
4633,dung1 ,鼕 
4634,fu1   ,伕 
4635,tik1  ,倜 
4636,lau4  ,僂 
4637,gwai6 ,匱 
4638,dip6  ,喋 
4639,jam1  ,喑 
4640,nung4 ,噥 
4641,nong4 ,囔 
4642,zan3  ,圳 
4643,gaak3 ,圪 
4644,zong1 ,奘 
4645,jam4  ,妊 
4646,gau3  ,媾 
4647,jyu4  ,嵎 
4648,nou5  ,弩 
4649,joeng6,恙 
4650,seoi5 ,悴 
4651,cau4  ,惆 
4652,sou3  ,愬 
4653,cou3  ,慥 
4654,ciu4  ,憔 
4655,ham1  ,戡 
4656,fu2   ,拊 
4657,jyun6 ,掾 
4658,cuk1  ,搐 
4659,zyun2 ,撙 
4660,miu5  ,杳 
4661,zaa6  ,柞 
4662,wang4 ,泓 
4663,saan3 ,涮 
4664,naau6 ,淖 
4665,zi2   ,滓 
4666,cyu1  ,滁 
4667,zaan3 ,瓚 
4668,bei3  ,痺 
4669,jyu4  ,盂 
4670,saang2,眚 
4671,ging1 ,矜 
4672,mou5  ,碔 
4673,sou1  ,穌 
4674,cuk1  ,簌 
4675,gau1  ,緱 
4676,gou1  ,羔 
4677,leoi5 ,膂 
4678,kui2  ,膾 
4679,saan1 ,膻 
4680,lai4  ,藜 
4681,gai3  ,蟿 
4682,laam4 ,襤 
4683,gaap3 ,鋏 
4684,biu1  ,鏢 
4685,zat1  ,鑕 
4686,jam1  ,鑫 
4687,fok3  ,钁 
4688,wong4 ,隍 
4689,wui1  ,隈 
4690,oi2   ,靄 
4691,daat3 ,靼 
4692,tan1  ,飩 
4693,wan4  ,餛 
4694,lip6  ,鬣 
4695,bok3  ,亳 
4696,ngaa4 ,伢 
4697,zyu1  ,侏 
4698,zing6 ,凊 
4699,ngaai6,刈 
4700,cyun3 ,吋 
4701,to4   ,坨 
4702,song2 ,塽 
4703,mou6  ,婺 
4704,gaap3 ,岬 
4705,ngai4 ,嵬 
4706,dang3 ,嶝 
4707,man4  ,忞 
4708,bui3  ,悖 
4709,jim5  ,扊 
4710,kwai4 ,揆 
4711,je4   ,揶 
4712,jin4  ,揅 
4713,daan6 ,撣 
4714,hot3  ,曷 
4715,zeon1 ,榛 
4716,sai1  ,樨 
4717,gei3  ,洎 
4718,fau4  ,涪 
4719,hap6  ,溘 
4720,gin1  ,犍 
4721,zaang1,猙 
4722,haa4  ,瑕 
4723,zang6 ,甑 
4724,zoeng3,瘴 
4725,syu2  ,癙 
4726,seon1 ,皴 
4727,tung4 ,瞳 
4728,kit3  ,碣 
4729,gei1  ,禨 
4730,bei1  ,篦 
4731,zaa1  ,糌 
4732,kei4  ,綦 
4733,dap1  ,耷 
4734,gong1 ,肛 
4735,pong4 ,螃 
4736,bei1  ,裨 
4737,geoi1 ,裾 
4738,but6  ,襏 
4739,daap6 ,蹋 
4740,coeng1,蹌 
4741,gwai3 ,蹶 
4742,zyut3 ,輟 
4743,ging3 ,逕 
4744,gaap3 ,郟 
4745,ding1 ,酊 
4746,fong1 ,鈁 
4747,ji1   ,銥 
4748,jyu4  ,銣 
4749,lyun4 ,鑾 
4750,gei1  ,鞿 
4751,hin1  ,騫 
4752,saa1  ,鯊 
4753,zi1   ,鯔 
4754,lou4  ,鸕 
4755,lyun4 ,鸞 
4756,kei4  ,亓 
4757,gaak3 ,仡 
4758,kau4  ,俅 
4759,zau6  ,僦 
4760,haap3 ,呷 
4761,lei1  ,喱 
4762,sik1  ,嗇 
4763,mat6  ,嘧 
4764,gam3  ,噤 
4765,suk1  ,夙 
4766,san1  ,娠 
4767,zing6 ,婧 
4768,mou4  ,嫵 
4769,zoeng3,幛 
4770,wai6  ,恚 
4771,jyu4  ,揄 
4772,fong1 ,枋 
4773,cik1  ,栻 
4774,daan1 ,殫 
4775,saan1 ,氙 
4776,daai6 ,汏 
4777,ji5   ,洱 
4778,wong4 ,潢 
4779,lou6  ,潞 
4780,heoi2 ,煦 
4781,wai5  ,煒 
4782,saai2 ,璽 
4783,lou4  ,癆 
4784,hei1  ,睎 
4785,dai2  ,砥 
4786,keoi1 ,祛 
4787,fo1   ,窠 
4788,zaam1 ,簪 
4789,gaam1 ,緘 
4790,miu5  ,緲 
4791,gou2  ,縞 
4792,wai3  ,翽 
4793,dau6  ,荳 
4794,hou1  ,薅 
4795,toi4  ,薹 
4796,kei4  ,蘄 
4797,wik6  ,蜮 
4798,geoi6 ,詎 
4799,maan4 ,謾 
4800,jam6  ,賃 
4801,se1   ,賒 
4802,co1   ,蹉 
4803,cau4  ,遒 
4804,baa1  ,鈀 
4805,bei3  ,鉍 
4806,coeng1,鏘 
4807,naau4 ,鐃 
4808,laap6 ,鑞 
4809,kyut3 ,闋 
4810,zing6 ,阱 
4811,tai4  ,隄 
4812,soeng2,鯗 
4813,gwai3 ,鱖 
4814,lai5  ,鱧 
4815,fu4   ,鳧 
4816,guk1  ,鵠 
4817,gwat1 ,鶻 
4818,lei5  ,俚 
4819,jyu5  ,俁 
4820,fu2   ,俛 
4821,jin2  ,偃 
4822,suk1  ,倏 
4823,ziu1  ,僬 
4824,cung2 ,冢 
4825,zat6  ,厔 
4826,sau1  ,嗖 
4827,ci1   ,嘁 
4828,kyut3 ,噘 
4829,kei4  ,圻 
4830,hang6 ,婞 
4831,soeng4,嫦 
4832,kit3  ,孑 
4833,man4  ,岷 
4834,ngaam4,嵒 
4835,leon4 ,嶙 
4836,mai5  ,弭 
4837,cap1  ,戢 
4838,kyut3 ,抉 
4839,kit3  ,挈 
4840,mun4  ,捫 
4841,hou6  ,昊 
4842,faan4 ,梵 
4843,hyun1 ,棬 
4844,jing4 ,楹 
4845,dyun6 ,椴 
4846,man5  ,泯 
4847,jan1  ,湮 
4848,tong4 ,溏 
4849,soeng1,熵 
4850,jiu6  ,燿 
4851,hei1  ,爔 
4852,dip6  ,牒 
4853,fat1  ,狒 
4854,ji1   ,猗 
4855,gwong2,獷 
4856,paak3 ,珀 
4857,zau1  ,盩 
4858,mei1  ,瞇 
4859,zam1  ,祲 
4860,ji1   ,禕 
4861,baai6 ,稗 
4862,kung4 ,穹 
4863,zi6   ,笥 
4864,zyun2 ,纘 
4865,ling4 ,羚 
4866,gin3  ,腱 
4867,gun1  ,莞 
4868,gaa1  ,葭 
4869,ji5   ,薿 
4870,fuk1  ,蝠 
4871,ming4 ,螟 
4872,lau5  ,褸 
4873,ceoi3 ,覷 
4874,kau4  ,訄 
4875,ji4   ,訑 
4876,jan1  ,訢 
4877,gat1  ,詰 
4878,jyu4  ,諛 
4879,zau1  ,謅 
4880,caai2 ,踹 
4881,tong2 ,蹚 
4882,hiu1  ,蹺 
4883,jat6  ,軼 
4884,seon1 ,郇 
4885,fan1  ,醺 
4886,pei1  ,鈹 
4887,gaak3 ,鎘 
4888,wan5  ,隕 
4889,pui3  ,霈 
4890,guk1  ,頊 
4891,pin4  ,駢 
4892,cam1  ,駸 
4893,juk6  ,鬻 
4894,si1   ,鳲 
4895,keoi4 ,鴝 
4896,jiu6  ,鷂 
4897,gik1  ,亟 
4898,dung6 ,侗 
4899,jung2 ,俑 
4900,jin5  ,兗 
4901,wun1  ,剜 
4902,caau1 ,勦 
4903,cik1  ,叱 
4904,go2   ,哿 
4905,je5   ,喏 
4906,zit3  ,婕 
4907,o1    ,屙 
4908,seon3 ,巽 
4909,kok3  ,恪 
4910,hip3  ,愜 
4911,caam3 ,懺 
4912,paa4  ,掱 
4913,syu1  ,攄 
4914,ngou4 ,敖 
4915,sik1  ,晢 
4916,git6  ,榤 
4917,jin2  ,毽 
4918,jiu4  ,洮 
4919,juk1  ,煜 
4920,gei1  ,犄 
4921,pei1  ,狉 
4922,jau4  ,猷 
4923,dim3  ,玷 
4924,fu2   ,琥 
4925,jim5  ,琰 
4926,leon4 ,璘 
4927,zeoi1 ,疽 
4928,fai2  ,痱 
4929,din1  ,癲 
4930,dong6 ,盪 
4931,syun6 ,篆 
4932,ceoi3 ,綷 
4933,lau5  ,綹 
4934,kaak1 ,緙 
4935,ngou4 ,翱 
4936,jyu4  ,腴 
4937,fu2   ,莆 
4938,ming4 ,蓂 
4939,dak6  ,螣 
4940,mat6  ,謐 
4941,zaak6 ,謫 
4942,zeon2 ,贐 
4943,saap3 ,趿 
4944,zat6  ,郅 
4945,cing2 ,郢 
4946,fu1   ,鄜 
4947,jip6  ,鄴 
4948,geoi6 ,醵 
4949,gwan1 ,錕 
4950,lau6  ,鏤 
4951,teoi4 ,隤 
4952,syun5 ,雋 
4953,saap3 ,颯 
4954,joeng1,鴦 
4955,jyun1 ,鵷 
4956,co4   ,鶵 
4957,jing1 ,鸚 
4958,ng4   ,鼯 
4959,biu2  ,俵 
4960,caang4,傖 
4961,lai6  ,儷 
4962,wu6   ,冱 
4963,naau4 ,呶 
4964,ji1   ,咿 
4965,gam2  ,啖 
4966,long1 ,啷 
4967,piu1  ,嘌 
4968,jyu5  ,圄 
4969,ok3   ,堊 
4970,jat1  ,壹 
4971,jan4  ,夤 
4972,sik1  ,奭 
4973,caa3  ,奼 
4974,maan5 ,娩 
4975,lei5  ,娌 
4976,maan6 ,嫚 
4977,jin6  ,峴 
4978,fat1  ,彿 
4979,jan1  ,忻 
4980,joeng3,怏 
4981,taa1  ,怹 
4982,dou3  ,捯 
4983,song2 ,搡 
4984,lei4  ,梩 
4985,cyun4 ,椽 
4986,jam1  ,歆 
4987,bei3  ,毖 
4988,dai1  ,氐 
4989,ci4   ,泜 
4990,gaap3 ,浹 
4991,zok6  ,濯 
4992,gau2  ,玖 
4993,wong4 ,璜 
4994,ngai6 ,睨 
4995,kwai1 ,睽 
4996,kei4  ,碁 
4997,zi2   ,秭 
4998,zan2  ,稹 
4999,cyun4 ,筌 
5000,zyu3  ,箸 
5001,tim5  ,簟 
5002,caan3 ,粲 
5003,jyu1  ,紆 
5004,git3  ,絜 
5005,sau6  ,綬 
5006,zung1 ,舂 
5007,saau1 ,艄 
5008,suk6  ,菽 
5009,si1   ,蓍 
5010,liu5  ,蓼 
5011,sin2  ,蘚 
5012,long4 ,螂 
5013,sik1  ,蟋 
5014,lai6  ,蠣 
5015,sik1  ,衋 
5016,ngok6 ,諤 
5017,zeoi1 ,趄 
5018,bou1  ,逋 
5019,laai6 ,酹 
5020,put3  ,醱 
5021,bou3  ,鈽 
5022,zik1  ,陟 
5023,maai4 ,霾 
5024,jau4  ,鞣 
5025,fei1  ,鯡 
5026,lou4  ,鱸 
5027,lou6  ,鷺 
5028,kei4  ,麒 
5029,aak1  ,齷 
5030,ham1  ,龕 
5031,ding1 ,仃 
5032,kau3  ,佝 
5033,po2   ,叵 
5034,zyut3 ,啜 
5035,ci3   ,啻 
5036,aai3  ,嗌 
5037,tai3  ,嚏 
5038,caat3 ,嚓 
5039,hou1  ,嚆 
5040,naam4 ,囝 
5041,jan6  ,垽 
5042,jin4  ,妍 
5043,bui6  ,孛 
5044,lyun4 ,孿 
5045,fuk6  ,宓 
5046,dong1 ,宕 
5047,liu4  ,寮 
5048,him2  ,嶮 
5049,tik1  ,忒 
5050,zeot1 ,怵 
5051,caak1 ,惻 
5052,wan6  ,惲 
5053,leot6 ,慄 
5054,se2   ,揳 
5055,zaak6 ,擢 
5056,sing1 ,旌 
5057,nei5  ,旎 
5058,hyun1 ,暄 
5059,gaap3 ,梜 
5060,gou2  ,槁 
5061,gyut6 ,橛 
5062,zyu1  ,櫧 
5063,zi2   ,沚 
5064,caang1,牚 
5065,haap6 ,狎 
5066,kyut3 ,玦 
5067,jyun2 ,琬 
5068,bun2  ,畚 
5069,dau6  ,痘 
5070,gim2  ,瞼 
5071,to4   ,砣 
5072,hang1 ,硜 
5073,jyu1  ,竽 
5074,saau1 ,筲 
5075,zam1  ,箴 
5076,lei4  ,篱 
5077,laai6 ,籟 
5078,syu1  ,紓 
5079,zan2  ,縝 
5080,tong1 ,羰 
5081,gong2 ,耩 
5082,jeoi6 ,芮 
5083,jam4  ,荏 
5084,gong1 ,茳 
5085,cap1  ,葺 
5086,lei6  ,蒞 
5087,cam5  ,蕈 
5088,jyun1 ,蜎 
5089,cing1 ,蜻 
5090,cau4  ,蝤 
5091,fuk1  ,蝮 
5092,seot1 ,蟀 
5093,bou2  ,褓 
5094,am1   ,諳 
5095,joek6 ,謔 
5096,gong1 ,豇 
5097,ji6   ,貳 
5098,saan1 ,跚 
5099,dim3  ,踮 
5100,cyu1  ,躕 
5101,ji5   ,邇 
5102,zoeng1,鄣 
5103,guk1  ,鋦 
5104,wik6  ,閾 
5105,kyun4 ,顴 
5106,sau1  ,颼 
5107,bei2  ,髀 
5108,gai3  ,髻 
5109,kyun4 ,鬈 
5110,gaau1 ,鮫 
5111,diu1  ,鯛 
5112,tiu4  ,鰷 
5113,se6   ,麝 
5114,jyun4 ,黿 
5115,naai5 ,鼐 
5116,hai4  ,鼷 
5117,geoi2 ,齲 
5118,gei1  ,丌 
5119,ngaai6,乂 
5120,zak1  ,仄 
5121,saam1 ,仨 
5122,gat1  ,佶 
5123,zo2   ,俎 
5124,fong2 ,倣 
5125,waa2  ,剮 
5126,hung1 ,哅 
5127,caat3 ,唰 
5128,ngan4 ,嚚 
5129,gaak3 ,塥 
5130,ci5   ,姒 
5131,gaan1 ,姦 
5132,ban3  ,嬪 
5133,soeng1,孀 
5134,ngok6 ,嶽 
5135,loi4  ,徠 
5136,leoi6 ,戾 
5137,gei2  ,掎 
5138,gwaan3,摜 
5139,cyun3 ,攛 
5140,aa1   ,椏 
5141,jyut6 ,樾 
5142,lam5  ,檁 
5143,jyu4  ,歟 
5144,jung5 ,氄 
5145,sam4  ,涔 
5146,wun2  ,浣 
5147,mei4  ,溦 
5148,cam4  ,潯 
5149,jyu4  ,濡 
5150,cin4  ,瀍 
5151,fai1  ,煇 
5152,bou1  ,煲 
5153,taa1  ,牠 
5154,gu2   ,牯 
5155,lok3  ,犖 
5156,tong4 ,瑭 
5157,gaa1  ,痂 
5158,zi3   ,痣 
5159,deon6 ,盹 
5160,jing4 ,硎 
5161,kai1  ,磎 
5162,hing3 ,磬 
5163,teoi4 ,穨 
5164,ling4 ,笭 
5165,po2   ,笸 
5166,gaan2 ,筧 
5167,siu2  ,筱 
5168,pin4  ,緶 
5169,lau4  ,耬 
5170,jan6  ,胤 
5171,fong2 ,舫 
5172,lai4  ,蔾 
5173,fan1  ,薰 
5174,kuk1  ,蛐 
5175,faan4 ,蟠 
5176,gok3  ,袼 
5177,ji4   ,觺 
5178,heoi2 ,詡 
5179,zaang1,諍 
5180,hai4  ,蹊 
5181,mun4  ,蹣 
5182,zai1  ,躋 
5183,tik1  ,逖 
5184,aa1   ,錒 
5185,caam4 ,鑱 
5186,wai3  ,霨 
5187,geoi6 ,颶 
5188,si1   ,颸 
5189,kwai4 ,馗 
5190,cai5  ,鮆 
5191,gwan2 ,鯀 
5192,gin1  ,鰹 
5193,sin5  ,鱔 
5194,ziu1  ,鷦 
5195,ji2   ,齮 
5196,ngaa5 ,佤 
5197,tiu1  ,佻 
5198,zip3  ,倢 
5199,gai2  ,偈 
5200,cim3  ,僭 
5201,fei6  ,剕 
5202,cek3  ,呎 
5203,jau1  ,咻 
5204,kaat1 ,咭 
5205,hou4  ,嗥 
5206,gung3 ,嗊 
5207,aa2   ,嗄 
5208,do2   ,嚲 
5209,dung6 ,垌 
5210,jung1 ,壅 
5211,lou4  ,壚 
5212,suk6  ,妯 
5213,sing4 ,宬 
5214,loi4  ,崍 
5215,jim1  ,崦 
5216,coeng4,庠 
5217,cin4  ,廛 
5218,lam5  ,廩 
5219,gap1  ,忣 
5220,deon1 ,惇 
5221,bik1  ,愊 
5222,aat3  ,戛 
5223,caa4  ,搽 
5224,maak3 ,擘 
5225,ban3  ,擯 
5226,oi2   ,曖 
5227,soek3 ,杓 
5228,gau6  ,柩 
5229,jau2  ,柚 
5230,ze3   ,柘 
5231,cyu2  ,楮 
5232,caa4  ,楂 
5233,lin4  ,槤 
5234,tok3  ,橐 
5235,miu5  ,淼 
5236,juk6  ,溽 
5237,leoi5 ,漯 
5238,mong5 ,漭 
5239,gyut3 ,潏 
5240,zeon6 ,濜 
5241,zing1 ,烝 
5242,baan2 ,爿 
5243,lo4   ,玀 
5244,gwai1 ,皈 
5245,min5  ,眄 
5246,gei1  ,磯 
5247,kiu4  ,礄 
5248,nam5  ,稔 
5249,dek6  ,糴 
5250,fan1  ,緡 
5251,zeon3 ,縉 
5252,tou1  ,縚 
5253,zi2   ,耔 
5254,ci1   ,胔 
5255,sim1  ,苫 
5256,dik1  ,菂 
5257,kui2  ,薈 
5258,zeon2 ,藎 
5259,gu1   ,蛄 
5260,wui4  ,蛔 
5261,lau4  ,螻 
5262,zat6  ,蟄 
5263,mau6  ,袤 
5264,fu6   ,訃 
5265,ci2   ,豕 
5266,ji4   ,貤 
5267,ban1  ,賁 
5268,waan5 ,輓 
5269,gaau1 ,轇 
5270,lau4  ,遛 
5271,leon4 ,遴 
5272,wan4  ,鄖 
5273,bat6  ,鈸 
5274,jyun5 ,鉉 
5275,cung3 ,銃 
5276,laan4 ,鑭 
5277,coeng1,閶 
5278,am2   ,闇 
5279,git3  ,頡 
5280,hoi4  ,頦 
5281,si3   ,駟 
5282,lei4  ,驪 
5283,wai2  ,骫 
5284,daam6 ,髧 
5285,zi1   ,髭 
5286,gwai1 ,鮭 
5287,ji4   ,鮞 
5288,jiu4  ,鰩 
5289,ngok6 ,鱷 
5290,jyun1 ,鳶 
5291,fai1  ,麾 
5292,pei1  ,丕 
5293,je6   ,偌 
5294,tou4  ,啕 
5295,ceoi3 ,啐 
5296,jung4 ,喁 
5297,hiu1  ,嘵 
5298,jau6  ,囿 
5299,jyu5  ,圉 
5300,dai6  ,埭 
5301,maan6 ,墁 
5302,o1    ,婀 
5303,zoeng3,嶂 
5304,nou4  ,帑 
5305,ciu3  ,帩 
5306,faan1 ,幡 
5307,tik1  ,忑 
5308,daat3 ,怛 
5309,wan3  ,慍 
5310,koi3  ,愾 
5311,mung2 ,懵 
5312,gau3  ,搆 
5313,gam6  ,撳 
5314,gaau3 ,斠 
5315,ling4 ,柃 
5316,haau2 ,栲 
5317,ceon4 ,栒 
5318,guk6  ,梮 
5319,cau1  ,楸 
5320,doek3 ,涿 
5321,wong4 ,湟 
5322,pong1 ,滂 
5323,saan1 ,潸 
5324,sip3  ,灄 
5325,man1  ,炆 
5326,guk6  ,焗 
5327,gung2 ,珙 
5328,jyu5  ,瑀 
5329,pau2  ,瓿 
5330,zi6   ,痔 
5331,ji4   ,痍 
5332,kwan3 ,睏 
5333,seoi1 ,睢 
5334,jeoi6 ,睿 
5335,caang1,瞠 
5336,pui5  ,碚 
5337,zaak6 ,磔 
5338,lung4 ,礱 
5339,sung2 ,竦 
5340,zaau3 ,笊 
5341,hung1 ,箜 
5342,haap6 ,篋 
5343,cau1  ,篘 
5344,geoi6 ,粔 
5345,gam3  ,紺 
5346,zi1   ,緇 
5347,sam1  ,綝 
5348,maan6 ,縵 
5349,taam4 ,罈 
5350,fau4  ,罦 
5351,jau5  ,羑 
